;;;;
Förnamn och antal bärare för folkbokförda kvinnor 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
ARONA;17;;;
ARONE;2;;;
ARONI;2;;;
ARONIA;7;;;
ARONS;5;;;
ARONSDOTTER;3;;;
AROOB;5;;;
AROOBA;5;;;
AROOJ;28;;;
AROON;6;;;
AROOSA;10;;;
AROOSH;9;;;
AROOSHA;7;;;
ARORA;6;;;
AROSA;4;;;
AROSH;2;;;
AROSHA;7;;;
AROSHANI;2;;;
AROSIN;4;;;
AROUA;3;;;
AROUB;2;;;
AROUBA;5;;;
AROUSH;10;;;
AROUSIAK;2;;;
AROUSSIA;2;;;
AROZO;7;;;
ARP;6;;;
ARPA;2;;;
ARPANA;11;;;
ARPAPORN;6;;;
ARPHON;2;;;
ARPI;12;;;
ARPIK;3;;;
ARPINE;30;;;
ARPITA;40;;;
ARPITHA;7;;;
ARPORN;15;;;
ARPY;4;;;
ARR;2;;;
ARRA;4;;;
ARRAK;2;;;
ARRAN;2;;;
ARRAR;2;;;
ARRAS;2;;;
ARRATE;2;;;
ARRAYA;4;;;
ARREEYA;2;;;
ARREY;6;;;
ARRIANE;2;;;
ARRIETTY;6;;;
ARRINA;2;;;
ARRIRAT;2;;;
ARRIS;4;;;
ARRISA;2;;;
ARRITA;6;;;
ARRIYA;2;;;
ARROW;3;;;
ARRWA;2;;;
ARSA;8;;;
ARSALA;3;;;
ARSALAN;7;;;
ARSEIMA;4;;;
ARSELA;3;;;
ARSEMA;271;;;
ARSEMAWIT;3;;;
ARSENEVNA;2;;;
ARSENIA;6;;;
ARSH;6;;;
ARSHA;4;;;
ARSHAD;15;;;
ARSHALOS;2;;;
ARSHALOUS;3;;;
ARSHALUYS;2;;;
ARSHDEEP;6;;;
ARSHED;8;;;
ARSHI;9;;;
ARSHIA;15;;;
ARSHIDA;9;;;
ARSHIKA;3;;;
ARSHIN;3;;;
ARSHINA;2;;;
ARSHIYA;15;;;
ARSIA;2;;;
ARSIDA;3;;;
ARSIEMA;65;;;
ARSIJANA;2;;;
ARSILA;3;;;
ARSILDA;3;;;
ARSIMA;3;;;
ARSINE;4;;;
ARSINEH;2;;;
ARSINOI;2;;;
ARSLAN;3;;;
ARSOLA;2;;;
ARSOVA;3;;;
ARSÈNE;2;;;
ARTA;206;;;
ARTAN;16;;;
ARTCHARA;2;;;
ARTE;5;;;
ARTEMI;3;;;
ARTEMIDA;2;;;
ARTEMIS;178;;;
ARTEMISA;11;;;
ARTEMISIA;21;;;
ARTEMIZ;2;;;
ARTEMOVNA;5;;;
ARTENISA;4;;;
ARTESA;3;;;
ARTHI;9;;;
ARTHINA;2;;;
ARTHITAYA;3;;;
ARTHITIYA;2;;;
ARTHITTAYA;5;;;
ARTHUR;11;;;
ARTHURINA;2;;;
ARTHURSDOTTER;2;;;
ARTHURSDÓTTIR;2;;;
ARTHY;2;;;
ARTI;24;;;
ARTIMA;2;;;
ARTIMES;2;;;
ARTIMIS;3;;;
ARTIN;9;;;
ARTINA;36;;;
ARTIOLA;20;;;
ARTIONA;2;;;
ARTITAYA;3;;;
ARTITTAYA;2;;;
ARTJOLA;3;;;
ARTON;3;;;
ARTONE;2;;;
ARTORA;2;;;
ARTUR;5;;;
ARTURSDOTTER;6;;;
ARTY;3;;;
ARUA;3;;;
ARUBA;3;;;
ARUCHA;2;;;
ARUL;3;;;
ARULSELVI;2;;;
ARUM;4;;;
ARUN;35;;;
ARUNA;53;;;
ARUNDHATHI;2;;;
ARUNDHATI;7;;;
ARUNE;10;;;
ARUNEE;50;;;
ARUNI;10;;;
ARUNIKA;3;;;
ARUNIMA;13;;;
ARUNKUMAR;2;;;
ARUNNEE;3;;;
ARUNOTHAI;3;;;
ARUNRAT;16;;;
ARUNSRI;3;;;
ARUNWAN;4;;;
ARUNYA;2;;;
ARUS;6;;;
ARUSHA;4;;;
ARUSHI;13;;;
ARUSYAK;2;;;
ARUVI;2;;;
ARUXA;2;;;
ARUZO;4;;;
ARV;2;;;
ARVA;4;;;
ARVAD;3;;;
ARVAN;2;;;
ARVEE;2;;;
ARVEN;22;;;
ARVID;11;;;
ARVIDA;152;;;
ARVIDSDOTTER;37;;;
ARVIDSDTR;3;;;
ARVIE;2;;;
ARVIN;12;;;
ARVINA;9;;;
ARVOSDOTTER;5;;;
ARVS;3;;;
ARWA;228;;;
ARWAA;7;;;
ARWAAH;4;;;
ARWAD;4;;;
ARWAH;5;;;
ARWE;2;;;
ARWEN;347;;;
ARWI;2;;;
ARWIDA;4;;;
ARWIN;4;;;
ARWO;2;;;
ARWYN;2;;;
ARWÉN;2;;;
ARXHIRA;2;;;
ARY;3;;;
ARYA;275;;;
ARYAHI;2;;;
ARYAM;114;;;
ARYAN;30;;;
ARYANA;46;;;
ARYANAZ;2;;;
ARYANE;2;;;
ARYANI;3;;;
ARYANNA;5;;;
ARYEL;3;;;
ARYET;4;;;
ARYM;2;;;
ARYN;4;;;
ARYNA;4;;;
ARZA;7;;;
ARZANA;6;;;
ARZE;2;;;
ARZEMINA;3;;;
ARZHEEN;2;;;
ARZHIN;2;;;
ARZI;8;;;
ARZIE;3;;;
ARZIJA;25;;;
ARZIJE;12;;;
ARZO;37;;;
ARZOO;19;;;
ARZU;159;;;
ARZUM;7;;;
ARZUMANA;2;;;
ARZYGUL;4;;;
ARÁNZAZU;2;;;
ARÍA;3;;;
ARÍEL;2;;;
ASA;25;;;
ASAAD;169;;;
ASAAL;2;;;
ASABEA;4;;;
ASAD;119;;;
ASADI;2;;;
ASAKA;2;;;
ASAKO;13;;;
ASAL;237;;;
ASALA;11;;;
ASALAH;4;;;
ASALEA;3;;;
ASALEH;2;;;
ASALEYA;2;;;
ASALI;2;;;
ASALIA;2;;;
ASALL;7;;;
ASALSADAT;2;;;
ASALYA;3;;;
ASAMA;2;;;
ASAMI;8;;;
ASAMOAH;2;;;
ASAN;6;;;
ASANA;10;;;
ASANAT;3;;;
ASANDA;3;;;
ASANEE;2;;;
ASANKA;4;;;
ASANOVA;2;;;
ASANT;3;;;
ASANTE;3;;;
ASANTEWAA;11;;;
ASANTEWAAH;3;;;
ASANTHI;2;;;
ASANTI;3;;;
ASAR;2;;;
ASARA;3;;;
ASARAPPULLIGE;2;;;
ASAREH;2;;;
ASATA;2;;;
ASATO;2;;;
ASAVARI;2;;;
ASAWER;14;;;
ASAYEL;2;;;
ASAYR;4;;;
ASBAEK;2;;;
ASBJÖRG;17;;;
ASBJÖRN;8;;;
ASBJØRG;4;;;
ASBORG;4;;;
ASCALU;2;;;
ASCENCION;2;;;
ASCENSION;8;;;
ASCHALEW;3;;;
ASCHARA;2;;;
ASCIA;2;;;
ASDGHIG;2;;;
ASDIS;17;;;
ASEA;4;;;
ASEAL;2;;;
ASED;10;;;
ASEDA;4;;;
ASEEL;288;;;
ASEEMA;2;;;
ASEEN;2;;;
ASEENAT;2;;;
ASEES;5;;;
ASEFA;20;;;
ASEFASH;11;;;
ASEFAW;28;;;
ASEFEH;6;;;
ASEGEDECH;5;;;
ASEL;87;;;
ASELEFECH;2;;;
ASELIA;5;;;
ASELLE;2;;;
ASEM;9;;;
ASEMA;6;;;
ASEMAN;3;;;
ASEN;2;;;
ASENA;45;;;
ASENAT;35;;;
ASENATH;4;;;
ASENAY;7;;;
ASENET;2;;;
ASENOVA;20;;;
ASET;9;;;
ASEYE;2;;;
ASFA;4;;;
ASFAHA;36;;;
ASFAW;7;;;
ASFEHA;2;;;
ASFHA;14;;;
ASFIA;2;;;
ASFIYA;2;;;
ASFRID;3;;;
ASGADOME;2;;;
ASGEDE;5;;;
ASGEDET;3;;;
ASGEDOM;21;;;
ASGEIRSDOTTIR;2;;;
ASGERD;2;;;
ASGHAR;8;;;
ASGHEDE;3;;;
ASGHEDET;3;;;
ASGHEDOM;8;;;
ASGJERD;2;;;
ASGODOM;5;;;
ASH;14;;;
ASHA;709;;;
ASHAD;2;;;
ASHAK;3;;;
ASHAL;5;;;
ASHALATA;2;;;
ASHALUL;2;;;
ASHAM;2;;;
ASHAN;3;;;
ASHANA;2;;;
ASHANI;6;;;
ASHANTI;28;;;
ASHANTY;4;;;
ASHAQ;4;;;
ASHAR;3;;;
ASHARUN;2;;;
ASHAYA;2;;;
ASHE;2;;;
ASHEBER;2;;;
ASHEBR;12;;;
ASHELEY;4;;;
ASHELY;4;;;
ASHEN;2;;;
ASHENA;2;;;
ASHENAFI;13;;;
ASHER;6;;;
ASHFA;3;;;
ASHFAQ;4;;;
ASHFAQUE;2;;;
ASHFIYA;5;;;
ASHGAN;3;;;
ASHI;7;;;
ASHIA;5;;;
ASHIDA;2;;;
ASHIFA;2;;;
ASHIKA;3;;;
ASHILDUR;2;;;
ASHIMA;6;;;
ASHIN;9;;;
ASHINA;2;;;
ASHINI;3;;;
ASHIRA;2;;;
ASHIRWAD;2;;;
ASHISH;18;;;
ASHISHKUMAR;5;;;
ASHJAN;7;;;
ASHK;2;;;
ASHKA;2;;;
ASHKAN;2;;;
ASHKHEN;3;;;
ASHKIR;4;;;
ASHLEE;9;;;
ASHLEIGH;15;;;
ASHLESHA;4;;;
ASHLEY;251;;;
ASHLI;2;;;
ASHLY;3;;;
ASHLYN;4;;;
ASHMA;2;;;
ASHMANI;2;;;
ASHMELASH;2;;;
ASHMI;3;;;
ASHMITA;5;;;
ASHMITHA;4;;;
ASHNA;48;;;
ASHNEET;2;;;
ASHO;120;;;
ASHOK;24;;;
ASHOKA;3;;;
ASHOKKUMAR;4;;;
ASHOOR;3;;;
ASHOR;4;;;
ASHORENA;2;;;
ASHORINA;18;;;
ASHOUR;31;;;
ASHOURINA;2;;;
ASHRA;2;;;
ASHRAF;188;;;
ASHRAFA;5;;;
ASHRAFALSADAT;4;;;
ASHRAFI;8;;;
ASHRAFOLSADAT;5;;;
ASHRAFOSADAT;2;;;
ASHRAFSADAT;2;;;
ASHRAFUN;3;;;
ASHRAKAT;3;;;
ASHRAQ;2;;;
ASHRITA;2;;;
ASHRITHA;3;;;
ASHTAR;16;;;
ASHTE;4;;;
ASHTI;53;;;
ASHTON;9;;;
ASHTY;8;;;
ASHU;10;;;
ASHUR;2;;;
ASHURA;10;;;
ASHURINA;16;;;
ASHUTOSH;3;;;
ASHVIN;3;;;
ASHVINI;4;;;
ASHVITHA;2;;;
ASHWAAQ;5;;;
ASHWAG;6;;;
ASHWAGH;3;;;
ASHWAK;42;;;
ASHWAN;3;;;
ASHWAQ;67;;;
ASHWIKA;2;;;
ASHWIN;7;;;
ASHWINI;62;;;
ASI;13;;;
ASIA;409;;;
ASIAH;9;;;
ASIAT;11;;;
ASIBA;5;;;
ASIBE;3;;;
ASIE;4;;;
ASIEDUA;2;;;
ASIEH;23;;;
ASIEL;2;;;
ASIET;2;;;
ASIF;22;;;
ASIFA;32;;;
ASIFIWE;4;;;
ASIIA;4;;;
ASIIAT;2;;;
ASIILI;4;;;
ASIIMWE;8;;;
ASIIS;3;;;
ASIISA;2;;;
ASIJA;64;;;
ASIJE;7;;;
ASIL;161;;;
ASILA;18;;;
ASILAH;2;;;
ASILE;2;;;
ASILI;5;;;
ASILIA;5;;;
ASIM;11;;;
ASIMA;111;;;
ASIMENIA;5;;;
ASIMINA;21;;;
ASIMO;2;;;
ASIMWE;4;;;
ASINA;16;;;
ASINAT;49;;;
ASINET;2;;;
ASINJA;2;;;
ASIO;4;;;
ASIR;2;;;
ASIRI;7;;;
ASIS;8;;;
ASISA;5;;;
ASITA;2;;;
ASIYA;270;;;
ASIYAH;81;;;
ASIYAT;8;;;
ASIYE;80;;;
ASIYEH;12;;;
ASIYO;12;;;
ASJA;87;;;
ASJAD;2;;;
ASK;11;;;
ASKA;31;;;
ASKAL;2;;;
ASKALE;15;;;
ASKALEMARIAM;2;;;
ASKALU;33;;;
ASKANDAR;10;;;
ASKANDER;3;;;
ASKAR;20;;;
ASKARI;3;;;
ASKARIA;2;;;
ASKE;2;;;
ASKER;3;;;
ASKIM;4;;;
ASKIN;7;;;
ASKJA;3;;;
ASKOL;2;;;
ASKÖ;2;;;
ASLA;4;;;
ASLAKSDATTER;2;;;
ASLAM;11;;;
ASLAN;6;;;
ASLANBEKOVNA;3;;;
ASLANOVNA;3;;;
ASLAUG;67;;;
ASLEWA;2;;;
ASLI;225;;;
ASLIANA;2;;;
ASLIGÜL;2;;;
ASLIHAN;28;;;
ASLIM;21;;;
ASLIN;2;;;
ASLINUR;3;;;
ASLY;3;;;
ASLÖG;67;;;
ASMA;1 031;;;
ASMAA;725;;;
ASMABAI;2;;;
ASMAE;46;;;
ASMAEL;4;;;
ASMAET;3;;;
ASMAH;11;;;
ASMAHAN;96;;;
ASMAIL;4;;;
ASMAIT;42;;;
ASMAIYT;2;;;
ASMALI;3;;;
ASMAN;4;;;
ASMANUR;3;;;
ASMAR;37;;;
ASMARA;13;;;
ASMARAT;5;;;
ASMARE;6;;;
ASMARET;2;;;
ASMAT;14;;;
ASMAUL;3;;;
ASMAYIT;4;;;
ASMAYT;15;;;
ASMA´A;5;;;
ASMAÁ;2;;;
ASMELASH;64;;;
ASMENIA;2;;;
ASMER;3;;;
ASMERA;2;;;
ASMERET;162;;;
ASMEROM;91;;;
ASMHAN;8;;;
ASMI;7;;;
ASMIDA;2;;;
ASMIK;7;;;
ASMILA;2;;;
ASMIN;89;;;
ASMINA;9;;;
ASMIRA;45;;;
ASMIRALDA;2;;;
ASMIRILO;2;;;
ASMITA;22;;;
ASMMA;5;;;
ASMO;34;;;
ASMOROM;3;;;
ASMORON;2;;;
ASMÁA;2;;;
ASNA;7;;;
ASNAD;2;;;
ASNAKE;2;;;
ASNAKECH;5;;;
ASNAKETCH;2;;;
ASNAKU;2;;;
ASNAT;5;;;
ASNATE;2;;;
ASNATH;3;;;
ASNE;2;;;
ASNET;2;;;
ASNIJA;4;;;
ASO;31;;;
ASODA;2;;;
ASOKA;11;;;
ASONG;2;;;
ASONGACHA;2;;;
ASORA;12;;;
ASOS;4;;;
ASOUM;3;;;
ASPACIA;2;;;
ASPARUHOVA;6;;;
ASPASIA;41;;;
ASPEN;11;;;
ASPI;2;;;
ASRA;149;;;
ASRAA;64;;;
ASRAH;7;;;
ASRAR;19;;;
ASRAT;15;;;
ASREEN;2;;;
ASRES;5;;;
ASRESEHAI;2;;;
ASRI;4;;;
ASRIA;3;;;
ASRIJE;2;;;
ASRIN;45;;;
ASRUN;3;;;
ASSA;10;;;
ASSAAD;11;;;
ASSAD;28;;;
ASSAF;5;;;
ASSAL;64;;;
ASSALA;6;;;
ASSALAH;6;;;
ASSALL;4;;;
ASSANA;2;;;
ASSAR;2;;;
ASSARINA;72;;;
ASSARSDOTTER;7;;;
ASSATA;8;;;
ASSATOU;2;;;
ASSE;3;;;
ASSEEL;9;;;
ASSEF;5;;;
ASSEFA;37;;;
ASSEFASH;3;;;
ASSEFAW;10;;;
ASSEL;21;;;
ASSEM;4;;;
ASSENHOLT;3;;;
ASSER;2;;;
ASSERINA;3;;;
ASSETOU;5;;;
ASSEY;2;;;
ASSFAW;5;;;
ASSI;31;;;
ASSIA;102;;;
ASSIAT;2;;;
ASSIATA;2;;;
ASSIATOU;3;;;
ASSIE;8;;;
ASSIEH;3;;;
ASSIL;30;;;
ASSILA;3;;;
ASSIM;12;;;
ASSIMA;2;;;
ASSIMENIA;4;;;
ASSIMINA;2;;;
ASSINAT;3;;;
ASSIS;3;;;
ASSITA;4;;;
ASSITAN;4;;;
ASSIYA;9;;;
ASSIYAH;3;;;
ASSIYAM;3;;;
ASSIYE;4;;;
ASSJA;3;;;
ASSL;2;;;
ASSMA;19;;;
ASSMAA;14;;;
ASSMAHAN;2;;;
ASSO;2;;;
ASSOWEH;5;;;
ASSRA;6;;;
ASSRAR;3;;;
ASSRIN;3;;;
ASSUMPTA;8;;;
ASSUNCAO;3;;;
ASSUNTA;17;;;
ASSUNTINA;3;;;
ASSY;6;;;
ASSYA;6;;;
ASSYRIA;24;;;
AST;4;;;
ASTA;5 584;;;
ASTA-MAJ;5;;;
ASTA-MARIA;2;;;
ASTAHIL;5;;;
ASTAR;2;;;
ASTARA;2;;;
ASTARTE;3;;;
ASTEAR;2;;;
ASTEFAN;2;;;
ASTEGHIK;2;;;
ASTEL;2;;;
ASTELA;3;;;
ASTELLA;2;;;
ASTER;351;;;
ASTERA;51;;;
ASTERAH;2;;;
ASTERIA;5;;;
ASTERINA;3;;;
ASTERIX;2;;;
ASTFIK;2;;;
ASTGHEK;2;;;
ASTGHIK;13;;;
ASTHA;18;;;
ASTHER;3;;;
ASTHILD;3;;;
ASTHILDUR;3;;;
ASTHLY;2;;;
ASTHRID;2;;;
ASTI;12;;;
ASTIER;16;;;
ASTIFAN;5;;;
ASTILL;2;;;
ASTINA;4;;;
ASTINE;2;;;
ASTIR;4;;;
ASTMY;2;;;
ASTON;4;;;
ASTOR;3;;;
ASTORGA;4;;;
ASTORIA;8;;;
ASTORSDOTTER;2;;;
ASTOU;20;;;
ASTRA;65;;;
ASTRAEA;5;;;
ASTREA;41;;;
ASTRELLA;2;;;
ASTRI;222;;;
ASTRID;42 471;;;
ASTRID MARIA;2;;;
ASTRID-MARIE;4;;;
ASTRIDA;9;;;
ASTRIDAH;3;;;
ASTRIDE;6;;;
ASTRIDH;5;;;
ASTRIDSDOTTER;7;;;
ASTRIDUR;3;;;
ASTRIE;2;;;
ASTRIK;3;;;
ASTRUD;8;;;
ASTRÉA;5;;;
ASTU;2;;;
ASTUR;9;;;
ASTUTI;6;;;
ASTUTIK;2;;;
ASTÉRA;2;;;
ASU;3;;;
ASUDA;2;;;
ASUDE;11;;;
ASUER;3;;;
ASUKA;13;;;
ASUMAN;43;;;
ASUNCION;29;;;
ASUNCIONA;2;;;
ASUNCIÓN;5;;;
ASUNTA;9;;;
ASVEIG;2;;;
ASWAAN;4;;;
ASWAD;16;;;
ASWAN;21;;;
ASWANI;2;;;
ASWAR;2;;;
ASWATHI;8;;;
ASWATHY;14;;;
ASWINA;2;;;
ASWINI;8;;;
ASWITHA;2;;;
ASYA;206;;;
ASYAT;3;;;
ASYE;3;;;
ASYEH;3;;;
ASYEL;2;;;
ASYNJA;6;;;
AT;3;;;
ATA;63;;;
ATAA;15;;;
ATAALLA;2;;;
ATAB;2;;;
ATABONG;2;;;
ATAF;6;;;
ATAKILTI;5;;;
ATAKLTI;10;;;
ATALA;2;;;
ATALIA;26;;;
ATALLAH;7;;;
ATALYA;3;;;
ATANA;2;;;
ATANASA;2;;;
ATANASIA;7;;;
ATANASKA;6;;;
ATANASOVA;35;;;
ATANASSOVA;5;;;
ATAR;2;;;
ATARA;3;;;
ATARAH;3;;;
ATARED;3;;;
ATARI;5;;;
ATARID;2;;;
ATASHA;3;;;
ATAVIA;2;;;
ATAYA;3;;;
ATCHARA;23;;;
ATCHARAPORN;5;;;
ATCHARAWADEE;3;;;
ATCHARAWAN;4;;;
ATCHAREE;2;;;
ATCHAREEYA;2;;;
ATCHARIYA;4;;;
ATCHARIYAPORN;2;;;
ATCHIMA;3;;;
ATDHETARE;2;;;
ATE;2;;;
ATEA;16;;;
ATEEQ;2;;;
ATEF;53;;;
ATEFA;35;;;
ATEFAH;3;;;
ATEFE;31;;;
ATEFEH;145;;;
ATEIA;4;;;
ATEK;2;;;
ATEKA;13;;;
ATEKE;2;;;
ATEKEH;3;;;
ATELA;2;;;
ATELIA;3;;;
ATELLA;2;;;
ATEM;2;;;
ATEMNKENG;4;;;
ATENA;134;;;
ATENEA;2;;;
ATENNA;2;;;
ATENSIA;4;;;
ATEQ;3;;;
ATESHIM;4;;;
ATEYA;2;;;
ATEYAH;2;;;
ATEYE;2;;;
ATHALA;4;;;
ATHALIA;12;;;
ATHAM;4;;;
ATHAMNEH;2;;;
ATHANASIA;101;;;
ATHANASIE;4;;;
ATHANASSIA;10;;;
ATHAR;30;;;
ATHARI;7;;;
ATHAYA;2;;;
ATHEA;21;;;
ATHEELAH;2;;;
ATHEER;34;;;
ATHEERAH;2;;;
ATHENA;789;;;
ATHENAIS;2;;;
ATHENE;12;;;
ATHENEA;2;;;
ATHER;8;;;
ATHICHA;10;;;
ATHIDA;2;;;
ATHIEL;2;;;
ATHIL;2;;;
ATHILIA;2;;;
ATHIMA;2;;;
ATHINA;219;;;
ATHINAT;2;;;
ATHINNA;2;;;
ATHINÁ;7;;;
ATHIR;20;;;
ATHIRA;17;;;
ATHISA;2;;;
ATHITAYA;8;;;
ATHITIYA;4;;;
ATHITTAYA;10;;;
ATHIYA;2;;;
ATHMAN;2;;;
ATHMAR;14;;;
ATHOBINA;3;;;
ATHOR;4;;;
ATHOUR;2;;;
ATHRA;53;;;
ATHRAA;53;;;
ATHRIN;5;;;
ATHULYA;8;;;
ATHÉNA;10;;;
ATI;17;;;
ATIA;53;;;
ATIAF;6;;;
ATIAH;8;;;
ATIANA;9;;;
ATICHA;5;;;
ATIDA;6;;;
ATIDAL;3;;;
ATIDEL;2;;;
ATIDJA;2;;;
ATIDJE;3;;;
ATIDTAYA;2;;;
ATIDZA;4;;;
ATIDZE;10;;;
ATIE;23;;;
ATIEH;33;;;
ATIENO;67;;;
ATIF;24;;;
ATIFA;64;;;
ATIFAH;2;;;
ATIFE;3;;;
ATIFET;4;;;
ATIFETE;13;;;
ATIGA;2;;;
ATIJA;3;;;
ATIJERA;2;;;
ATIK;5;;;
ATIKA;50;;;
ATIKAH;7;;;
ATIKE;9;;;
ATILIA;7;;;
ATIM;8;;;
ATIN;4;;;
ATINA;76;;;
ATINO;3;;;
ATINUKE;9;;;
ATINUT;2;;;
ATIPA;3;;;
ATIQ;2;;;
ATIQA;15;;;
ATIS;3;;;
ATISA;4;;;
ATITAYA;7;;;
ATITHAYA;2;;;
ATITTAYA;4;;;
ATIXHE;3;;;
ATIYA;58;;;
ATIYAH;34;;;
ATIYE;61;;;
ATIYEH;12;;;
ATLA;12;;;
ATLANTA;13;;;
ATLANTICA;2;;;
ATLANTIS;4;;;
ATLAS;22;;;
ATLE;2;;;
ATLI;2;;;
ATMA;2;;;
ATMAN;5;;;
ATO;6;;;
ATOBERHAN;2;;;
ATOBRHAN;6;;;
ATOM;2;;;
ATONG;2;;;
ATOO;5;;;
ATOOR;6;;;
ATOOSA;24;;;
ATOR;10;;;
ATORINA;9;;;
ATOSA;49;;;
ATOSHA;4;;;
ATOSHI;2;;;
ATOSSA;4;;;
ATOUR;6;;;
ATOUSA;26;;;
ATOUSSA;3;;;
ATRA;28;;;
ATRAN;3;;;
ATRIA;5;;;
ATRIN;11;;;
ATRINA;18;;;
ATRISA;16;;;
ATSBEHA;3;;;
ATSEDE;12;;;
ATSHAN;11;;;
ATSUFE;2;;;
ATSUKO;16;;;
ATSUMI;2;;;
ATSWEI;5;;;
ATTA;62;;;
ATTAA;2;;;
ATTALIA;2;;;
ATTALLAH;5;;;
ATTAYA;3;;;
ATTE;6;;;
ATTERDAG;9;;;
ATTEYEH;3;;;
ATTHAPHINYA;3;;;
ATTI;25;;;
ATTIA;48;;;
ATTIANA;2;;;
ATTIE;3;;;
ATTIEH;5;;;
ATTILIA;8;;;
ATTILÁNÉ;3;;;
ATTINA;3;;;
ATTIQA;6;;;
ATTIS;3;;;
ATTIYA;14;;;
ATTJE;2;;;
ATTO;13;;;
ATTRA;3;;;
ATTWAN;6;;;
ATTYA;2;;;
ATUFA;2;;;
ATUL;5;;;
ATUR;3;;;
ATURINA;2;;;
ATUSA;19;;;
ATWA;5;;;
ATWAH;2;;;
ATWAN;7;;;
ATWINE;2;;;
ATYA;3;;;
ATYAB;2;;;
ATYAF;17;;;
AUA;2;;;
AUAT;2;;;
AUAYPORN;2;;;
AUBANE;2;;;
AUBE;2;;;
AUBREE;3;;;
AUBREY;25;;;
AUD;177;;;
AUDA;8;;;
AUDAH;2;;;
AUDAY;2;;;
AUDE;31;;;
AUDEN;2;;;
AUDET;2;;;
AUDHILD;16;;;
AUDI;3;;;
AUDILIA;2;;;
AUDINA;2;;;
AUDISH;5;;;
AUDISHO;9;;;
AUDORA;3;;;
AUDRA;14;;;
AUDREY;283;;;
AUDRIANNA;2;;;
AUDRINA;22;;;
AUDRONE;25;;;
AUDRONÉ;7;;;
AUDRY;3;;;
AUDUN;2;;;
AUDUR;28;;;
AUEANGFA;2;;;
AUGITA;2;;;
AUGUST;20;;;
AUGUSTA;1 715;;;
AUGUSTDOTTER;5;;;
AUGUSTE;89;;;
AUGUSTI;7;;;
AUGUSTIN;2;;;
AUGUSTINA;69;;;
AUGUSTINE;43;;;
AUGUSTINO;4;;;
AUGUSTO;2;;;
AUGUSTUS;3;;;
AUGUSTÉ;6;;;
AUIN;3;;;
AUKASHA;2;;;
AUKJE;10;;;
AUKSE;24;;;
AUKSÉ;5;;;
AUKTJE;2;;;
AULA;8;;;
AULEEN;2;;;
AULI;180;;;
AULIA;3;;;
AULIKKI;563;;;
AULIN;3;;;
AULINA;2;;;
AULINE;2;;;
AULIS;2;;;
AULIYA;2;;;
AULONA;55;;;
AUM;5;;;
AUMA;17;;;
AUMED;2;;;
AUMPORN;2;;;
AUN;2;;;
AUNCHALEE;3;;;
AUNE;478;;;
AUNG;10;;;
AUNGKANA;2;;;
AUNI;13;;;
AUNRUEAN;2;;;
AUNYAMANEE;2;;;
AUOB;2;;;
AURA;188;;;
AURAIWAN;4;;;
AURE;3;;;
AUREA;31;;;
AURELA;85;;;
AURELIA;506;;;
AURELIANA;3;;;
AURELIE;33;;;
AURELIJA;51;;;
AURESA;2;;;
AURI;20;;;
AURIA;10;;;
AURIAN;2;;;
AURIANE;4;;;
AURICA;26;;;
AURIEL;3;;;
AURIKA;5;;;
AURIMA;2;;;
AURINEIDE;2;;;
AURINKO;3;;;
AURISTELA;7;;;
AURITA;4;;;
AUROBA;2;;;
AURONA;3;;;
AUROORA;2;;;
AUROR;24;;;
AURORA;5 871;;;
AURORAH;4;;;
AURORE;195;;;
AUROURE;2;;;
AURSÖY;4;;;
AURUM;3;;;
AURYN;2;;;
AURÉLIA;13;;;
AURÉLIE;59;;;
AUS;3;;;
AUSA;3;;;
AUSAMA;4;;;
AUSANEE;3;;;
AUSENDA;2;;;
AUSI;7;;;
AUSMA;15;;;
AUSRA;81;;;
AUSRE;2;;;
AUSRINE;11;;;
AUSRINÉ;3;;;
AUSSAMA;2;;;
AUSTE;5;;;
AUSTEJA;50;;;
AUSTIN;7;;;
AUSTINE;2;;;
AUSTRA;13;;;
AUSTÈJA;2;;;
AUSTÉJA;4;;;
AUTCHARA;3;;;
AUTUMN;31;;;
AUVIKKI;2;;;
AUXILIADORA;25;;;
AUÐUR;4;;;
AV;2;;;
AVA;1 591;;;
AVA-LI;2;;;
AVA-LINN;2;;;
AVA-MARIA;2;;;
AVAA;2;;;
AVAH;5;;;
AVALEA;3;;;
AVALEAH;2;;;
AVALEE;2;;;
AVALIE;6;;;
AVALIN;6;;;
AVALINE;2;;;
AVALINN;3;;;
AVALON;43;;;
AVALONE;3;;;
AVALYN;2;;;
AVAN;148;;;
AVANA;7;;;
AVANDA;3;;;
AVANI;24;;;
AVANNA;3;;;
AVANTASIA;3;;;
AVANTHI;5;;;
AVANTHIKA;7;;;
AVANTI;5;;;
AVANTIKA;15;;;
AVANY;2;;;
AVAPTISTO;4;;;
AVAR;4;;;
AVAT;4;;;
AVAZ;5;;;
AVAZEH;2;;;
AVDAL;5;;;
AVDIJE;2;;;
AVDUT;2;;;
AVE;23;;;
AVEDIS;3;;;
AVEEN;57;;;
AVELI;2;;;
AVELIA;7;;;
AVELIN;5;;;
AVELINA;38;;;
AVELINE;68;;;
AVELYN;4;;;
AVEN;32;;;
AVENA;8;;;
AVENELL;3;;;
AVERIN;2;;;
AVERY;35;;;
AVESTA;64;;;
AVGI;2;;;
AVGINA;3;;;
