;;;;
Förnamn och antal bärare för folkbokförda män 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
ABDISSA;4;;;
ABDITAJIR;4;;;
ABDIWAAHID;2;;;
ABDIWADUD;6;;;
ABDIWADUUD;2;;;
ABDIWAHAAB;8;;;
ABDIWAHAB;154;;;
ABDIWAHID;63;;;
ABDIWAJID;2;;;
ABDIWAKIL;2;;;
ABDIWALI;184;;;
ABDIWASA;8;;;
ABDIWASAC;5;;;
ABDIWEHAB;2;;;
ABDIWELI;79;;;
ABDIWELLI;2;;;
ABDIWOLI;3;;;
ABDIYARE;16;;;
ABDIZALAN;2;;;
ABDL;9;;;
ABDLA;5;;;
ABDLAH;4;;;
ABDLATIF;3;;;
ABDLAZIZ;2;;;
ABDLGADR;2;;;
ABDLHADI;2;;;
ABDLHAMID;2;;;
ABDLKADER;2;;;
ABDLKARIM;6;;;
ABDLKREEM;2;;;
ABDLLA;4;;;
ABDLLAH;4;;;
ABDLMALEK;2;;;
ABDLMUHSEN;2;;;
ABDLRAHMAN;7;;;
ABDLRASAK;2;;;
ABDLSATAR;2;;;
ABDLSATTAR;2;;;
ABDLWAHAB;2;;;
ABDMARIAM;9;;;
ABDMONAF;4;;;
ABDNOR;4;;;
ABDNUR;5;;;
ABDO;399;;;
ABDOALLAH;3;;;
ABDOH;3;;;
ABDOHRACHID;5;;;
ABDOL;77;;;
ABDOLA;3;;;
ABDOLAH;13;;;
ABDOLAHAD;6;;;
ABDOLALI;8;;;
ABDOLAMIR;11;;;
ABDOLAZIM;3;;;
ABDOLAZIZ;5;;;
ABDOLHADI;2;;;
ABDOLHAMID;15;;;
ABDOLHASSAN;3;;;
ABDOLHOSSEIN;14;;;
ABDOLILH;3;;;
ABDOLJABBAR;2;;;
ABDOLJALIL;2;;;
ABDOLKAREM;3;;;
ABDOLKARIM;15;;;
ABDOLKHALEGH;5;;;
ABDOLL;4;;;
ABDOLLA;17;;;
ABDOLLAH;99;;;
ABDOLLKADIR;4;;;
ABDOLMAJID;10;;;
ABDOLMEHDI;2;;;
ABDOLMONEM;2;;;
ABDOLNABI;3;;;
ABDOLNASER;6;;;
ABDOLNASSER;2;;;
ABDOLRAHIM;13;;;
ABDOLRAHMAN;15;;;
ABDOLRAOUF;3;;;
ABDOLRAZAGH;3;;;
ABDOLREZA;55;;;
ABDOLSALAM;2;;;
ABDOLSAMAD;2;;;
ABDOLVAHAB;3;;;
ABDOLWAHAB;2;;;
ABDON;33;;;
ABDOON;2;;;
ABDORAHMAN;5;;;
ABDORREZA;2;;;
ABDOU;186;;;
ABDOUK;2;;;
ABDOUKHADRE;2;;;
ABDOUL;73;;;
ABDOUL AZIZ;2;;;
ABDOULA;2;;;
ABDOULAH;3;;;
ABDOULAI;3;;;
ABDOULAYE;68;;;
ABDOULAZIZ;4;;;
ABDOULHAMID;2;;;
ABDOULIE;179;;;
ABDOULKADER;16;;;
ABDOULKARIM;5;;;
ABDOULLAH;22;;;
ABDOULRAHMAN;8;;;
ABDOULSAMAD;3;;;
ABDOUN;3;;;
ABDOURACHID;2;;;
ABDOURAHAMANE;4;;;
ABDOURAHMAN;42;;;
ABDOURAHMANE;4;;;
ABDOURAZACK;2;;;
ABDOURAZAK;2;;;
ABDOUSALAM;3;;;
ABDOW;20;;;
ABDRABA;5;;;
ABDRABBOU;2;;;
ABDRABO;2;;;
ABDRABOO;3;;;
ABDRABOU;2;;;
ABDRAHIM;2;;;
ABDRAHMAN;27;;;
ABDRAMAN;2;;;
ABDRAMANE;2;;;
ABDREHMAN;3;;;
ABDRIRAHMAN;2;;;
ABDRRAHMAN;2;;;
ABDSALAM;3;;;
ABDU;353;;;
ABDU RAHMAN;2;;;
ABDUALDAEM;2;;;
ABDUALGADER;2;;;
ABDUALHAY;2;;;
ABDUALLA;3;;;
ABDUALLAH;14;;;
ABDUALMONEM;2;;;
ABDUALRAHMAN;6;;;
ABDUALRHMAN;2;;;
ABDUASIIS;2;;;
ABDUAZIZ;5;;;
ABDUELAZEEM;2;;;
ABDUELHAFIZ;2;;;
ABDUFATAH;2;;;
ABDUFETAH;2;;;
ABDUGAADIR;3;;;
ABDUGADIR;3;;;
ABDUGANI;4;;;
ABDUH;2;;;
ABDUHAKIM;3;;;
ABDUJABBAR;3;;;
ABDUJAMOL;2;;;
ABDUKADER;7;;;
ABDUKADIR;88;;;
ABDUKANI;3;;;
ABDUKARDIR;3;;;
ABDUKARIM;5;;;
ABDUKERIM;2;;;
ABDUKHADER;5;;;
ABDUKHADIR;2;;;
ABDUL;3 744;;;
ABDUL AHAD;6;;;
ABDUL ALI;3;;;
ABDUL AZIZ;13;;;
ABDUL BASIT;3;;;
ABDUL GHANI;2;;;
ABDUL HADI;13;;;
ABDUL HAKIM;2;;;
ABDUL HALIM;3;;;
ABDUL HAMID;3;;;
ABDUL JABBAR;2;;;
ABDUL JALIL;3;;;
ABDUL KADIR;4;;;
ABDUL KARIM;5;;;
ABDUL LATIF;3;;;
ABDUL MAJID;5;;;
ABDUL MALIK;4;;;
ABDUL QADIR;2;;;
ABDUL RAHMAN;25;;;
ABDUL RASHID;2;;;
ABDUL RAUF;3;;;
ABDUL RAZAK;2;;;
ABDUL REDA;2;;;
ABDUL REHMAN;3;;;
ABDUL SALAM;7;;;
ABDUL WAHAB;2;;;
ABDUL WALI;2;;;
ABDUL-ABAS;2;;;
ABDUL-AHAD;10;;;
ABDUL-AHED;2;;;
ABDUL-AMIR;11;;;
ABDUL-AZIZ;21;;;
ABDUL-BASIT;2;;;
ABDUL-FATTAH;3;;;
ABDUL-HADI;9;;;
ABDUL-HAKIM;4;;;
ABDUL-HALIM;7;;;
ABDUL-HAMID;15;;;
ABDUL-HASAN;2;;;
ABDUL-HASSAN;5;;;
ABDUL-HUSSEIN;3;;;
ABDUL-JABBAR;3;;;
ABDUL-KADE;3;;;
ABDUL-KADER;4;;;
ABDUL-KADIR;2;;;
ABDUL-KAREEM;4;;;
ABDUL-KARIM;24;;;
ABDUL-KERIM;2;;;
ABDUL-KHALEK;2;;;
ABDUL-KHALEQ;3;;;
ABDUL-KHALIQ;4;;;
ABDUL-LATIF;8;;;
ABDUL-MAJID;4;;;
ABDUL-MALIK;10;;;
ABDUL-MENHEM;2;;;
ABDUL-MONEM;2;;;
ABDUL-NASER;3;;;
ABDUL-NASSER;4;;;
ABDUL-NOUR;3;;;
ABDUL-QADER;2;;;
ABDUL-RADA;2;;;
ABDUL-RAHEEM;2;;;
ABDUL-RAHIM;6;;;
ABDUL-RAHMAAN;2;;;
ABDUL-RAHMAN;34;;;
ABDUL-RAKHMAN;2;;;
ABDUL-RASOOL;2;;;
ABDUL-RAZAQ;3;;;
ABDUL-RAZZAK;4;;;
ABDUL-RIDHA;2;;;
ABDUL-SADA;2;;;
ABDUL-SALAM;9;;;
ABDUL-SATTAR;5;;;
ABDULA;70;;;
ABDULAAH;3;;;
ABDULAAHI;75;;;
ABDULAAL;5;;;
ABDULAALI;6;;;
ABDULABBAS;15;;;
ABDULADEEM;2;;;
ABDULADHEEM;15;;;
ABDULADHEM;2;;;
ABDULADHIM;3;;;
ABDULADIF;2;;;
ABDULADIM;4;;;
ABDULAH;128;;;
ABDULAHAD;194;;;
ABDULAHAT;4;;;
ABDULAHD;3;;;
ABDULAHI;795;;;
ABDULAHMAD;2;;;
ABDULAI;22;;;
ABDULAKH;2;;;
ABDULALEEM;3;;;
ABDULALEM;5;;;
ABDULALI;14;;;
ABDULALIM;21;;;
ABDULALLAH;3;;;
ABDULALSAHEB;4;;;
ABDULAMEER;111;;;
ABDULAMEIR;2;;;
ABDULAMER;3;;;
ABDULAMIR;85;;;
ABDULARAHIM;4;;;
ABDULASIS;8;;;
ABDULASSIS;6;;;
ABDULATEEF;47;;;
ABDULATEF;9;;;
ABDULATHIM;3;;;
ABDULATI;2;;;
ABDULATIF;51;;;
ABDULATIFF;2;;;
ABDULATTEEF;5;;;
ABDULAY;2;;;
ABDULAZEEM;2;;;
ABDULAZEEZ;60;;;
ABDULAZEM;3;;;
ABDULAZEZ;8;;;
ABDULAZIM;11;;;
ABDULAZIS;2;;;
ABDULAZIZ;610;;;
ABDULBAKI;26;;;
ABDULBAQI;19;;;
ABDULBARI;35;;;
ABDULBASET;53;;;
ABDULBASHIR;2;;;
ABDULBASID;8;;;
ABDULBASIR;10;;;
ABDULBASIT;22;;;
ABDULBASSID;2;;;
ABDULBOIS;2;;;
ABDULBORIY;4;;;
ABDULCADIR;3;;;
ABDULCELIL;6;;;
ABDULDAEM;3;;;
ABDULE;27;;;
ABDULELAH;73;;;
ABDULELLAH;4;;;
ABDULETIF;3;;;
ABDULFATAAH;4;;;
ABDULFATAH;101;;;
ABDULFATTAH;52;;;
ABDULFAZL;3;;;
ABDULFETA;3;;;
ABDULFETAH;6;;;
ABDULFITAH;3;;;
ABDULFTAH;2;;;
ABDULGAADIR;5;;;
ABDULGADER;10;;;
ABDULGADIR;35;;;
ABDULGAFUR;3;;;
ABDULGANI;23;;;
ABDULGANY;2;;;
ABDULGHADER;2;;;
ABDULGHAFAR;7;;;
ABDULGHAFFAR;2;;;
ABDULGHAFOOR;5;;;
ABDULGHAFOUR;4;;;
ABDULGHAFUR;2;;;
ABDULGHANI;110;;;
ABDULGHANY;4;;;
ABDULHABIB;2;;;
ABDULHAD;2;;;
ABDULHADE;4;;;
ABDULHADI;207;;;
ABDULHADIR;3;;;
ABDULHADY;5;;;
ABDULHAFEDH;5;;;
ABDULHAFEEZ;3;;;
ABDULHAFEZ;4;;;
ABDULHAFID;4;;;
ABDULHAFIID;3;;;
ABDULHAFIZ;15;;;
ABDULHAG;2;;;
ABDULHAI;24;;;
ABDULHAK;6;;;
ABDULHAKAM;5;;;
ABDULHAKEEM;31;;;
ABDULHAKEM;7;;;
ABDULHAKIM;171;;;
ABDULHALEEM;6;;;
ABDULHALEM;3;;;
ABDULHALIK;4;;;
ABDULHALIM;40;;;
ABDULHAMED;14;;;
ABDULHAMEED;82;;;
ABDULHAMID;207;;;
ABDULHAMIT;7;;;
ABDULHAMZA;4;;;
ABDULHANAN;6;;;
ABDULHANNAN;11;;;
ABDULHAQ;4;;;
ABDULHASAN;39;;;
ABDULHASIB;6;;;
ABDULHASSAN;19;;;
ABDULHASSEN;3;;;
ABDULHATIZ;2;;;
ABDULHAY;9;;;
ABDULHAYI;3;;;
ABDULHAZIZ;3;;;
ABDULHUSAIN;2;;;
ABDULHUSEEN;3;;;
ABDULHUSEIN;4;;;
ABDULHUSSAIN;10;;;
ABDULHUSSEIN;139;;;
ABDULHUSSIN;5;;;
ABDULIE;3;;;
ABDULILAH;39;;;
ABDULILLAH;2;;;
ABDULIMAM;5;;;
ABDULJABAR;53;;;
ABDULJABBAR;151;;;
ABDULJALEEL;29;;;
ABDULJALEL;2;;;
ABDULJALIL;38;;;
ABDULJALLIL;2;;;
ABDULJAMAL;4;;;
ABDULJAWAD;21;;;
ABDULKAADIR;12;;;
ABDULKABIR;3;;;
ABDULKADEM;8;;;
ABDULKADER;492;;;
ABDULKADHEM;7;;;
ABDULKADHIM;22;;;
ABDULKADHUM;3;;;
ABDULKADIR;1 193;;;
ABDULKADR;4;;;
ABDULKAFI;7;;;
ABDULKAFOOR;2;;;
ABDULKAHAR;7;;;
ABDULKALEK;3;;;
ABDULKALIK;2;;;
ABDULKALK;2;;;
ABDULKAMIL;2;;;
ABDULKANI;6;;;
ABDULKAREEM;308;;;
ABDULKAREM;35;;;
ABDULKARIEM;2;;;
ABDULKARIIM;2;;;
ABDULKARIM;570;;;
ABDULKAYUM;3;;;
ABDULKAZEM;2;;;
ABDULKENI;2;;;
ABDULKERIM;55;;;
ABDULKHADER;6;;;
ABDULKHADIR;20;;;
ABDULKHADUM;3;;;
ABDULKHALEGH;2;;;
ABDULKHALEK;17;;;
ABDULKHALEQ;41;;;
ABDULKHALIK;15;;;
ABDULKHALIM;2;;;
ABDULKHALIQ;26;;;
ABDULKHALK;2;;;
ABDULKHODR;2;;;
ABDULKHUDHUR;2;;;
ABDULKRIM;3;;;
ABDULKUDUS;2;;;
ABDULL;40;;;
ABDULLA;671;;;
ABDULLAA;2;;;
ABDULLAAH;3;;;
ABDULLAAHI;50;;;
ABDULLAH;4 202;;;
ABDULLAH-AL;3;;;
ABDULLAHA;2;;;
ABDULLAHAD;10;;;
ABDULLAHAT;2;;;
ABDULLAHE;4;;;
ABDULLAHED;4;;;
ABDULLAHEL;2;;;
ABDULLAHI;3 010;;;
ABDULLAHI HASSAN;2;;;
ABDULLAHIKHADAR;3;;;
ABDULLAHIL;2;;;
ABDULLAI;4;;;
ABDULLALI;2;;;
ABDULLAMIR;2;;;
ABDULLATEEF;7;;;
ABDULLATEF;6;;;
ABDULLATIF;170;;;
ABDULLAZAL;3;;;
ABDULLAZIZ;11;;;
ABDULLE;116;;;
ABDULLEH;2;;;
ABDULLFATAH;4;;;
ABDULLFATTAH;2;;;
ABDULLH;4;;;
ABDULLHA;8;;;
ABDULLHADI;4;;;
ABDULLHAMID;3;;;
ABDULLHASSAN;2;;;
ABDULLJABAR;7;;;
ABDULLKADER;5;;;
ABDULLKADIR;4;;;
ABDULLKARIM;8;;;
ABDULLKHALEQ;3;;;
ABDULLNASER;3;;;
ABDULLO;3;;;
ABDULLOH;19;;;
ABDULLOKH;7;;;
ABDULLRAHIM;3;;;
ABDULLRAHMAN;33;;;
ABDULLRAZAQ;3;;;
ABDULLRHMAN;4;;;
ABDULLSALAM;2;;;
ABDULLSATTAR;2;;;
ABDULLWAHAB;3;;;
ABDULLWAHED;2;;;
ABDULMAAJID;2;;;
ABDULMAGED;8;;;
ABDULMAGEED;4;;;
ABDULMAGID;3;;;
ABDULMAHDI;29;;;
ABDULMAJED;22;;;
ABDULMAJEED;62;;;
ABDULMAJID;101;;;
ABDULMALAK;3;;;
ABDULMALEK;69;;;
ABDULMALIK;48;;;
ABDULMALK;2;;;
ABDULMANAF;3;;;
ABDULMANAN;13;;;
ABDULMANNAN;13;;;
ABDULMASEEH;12;;;
ABDULMASEH;4;;;
ABDULMASIH;81;;;
ABDULMASSIH;5;;;
ABDULMATIN;4;;;
ABDULMAWLA;5;;;
ABDULMECIT;6;;;
ABDULMEHDI;7;;;
ABDULMEHSIN;2;;;
ABDULMEJID;2;;;
ABDULMELIK;14;;;
ABDULMENAF;2;;;
ABDULMENEM;3;;;
ABDULMESIH;15;;;
ABDULMJID;2;;;
ABDULMOHAIMEN;6;;;
ABDULMOHSEN;9;;;
ABDULMOHSIN;21;;;
ABDULMOIN;3;;;
ABDULMOLA;2;;;
ABDULMONEEM;2;;;
ABDULMONEM;17;;;
ABDULMONIM;2;;;
ABDULMOTALEB;5;;;
ABDULMOTALIB;2;;;
ABDULMOTTALEB;2;;;
ABDULMOUMEN;3;;;
ABDULMOUNEM;7;;;
ABDULMOWLA;2;;;
ABDULMUAIN;4;;;
ABDULMUATI;2;;;
ABDULMUEEN;6;;;
ABDULMUHSEN;2;;;
ABDULMUHSIN;2;;;
ABDULMUIN;2;;;
ABDULMUIZ;3;;;
ABDULMUIZZ;2;;;
ABDULMUJIB;2;;;
ABDULMUMIN;2;;;
ABDULMUNEM;30;;;
ABDULMUNIEM;4;;;
ABDULMUNIM;4;;;
ABDULMUTALEB;4;;;
ABDULMUTI;4;;;
ABDULMUTTALEB;10;;;
ABDULMUTTALIP;3;;;
ABDULNABI;25;;;
ABDULNAFEH;2;;;
ABDULNASER;76;;;
ABDULNASIR;22;;;
ABDULNASSER;27;;;
ABDULNASSIR;3;;;
ABDULNEBI;3;;;
ABDULNOOR;3;;;
ABDULNOR;2;;;
ABDULNOUR;12;;;
ABDULQAADIR;15;;;
ABDULQADER;128;;;
ABDULQADIR;227;;;
ABDULQADR;2;;;
ABDULQAFAR;2;;;
ABDULQAHAR;5;;;
ABDULQALIQ;2;;;
ABDULQANI;8;;;
ABDULQAWI;9;;;
ABDULQAYOOM;2;;;
ABDULRAAMAN;2;;;
ABDULRAB;5;;;
ABDULRADHA;6;;;
ABDULRAHAM;3;;;
ABDULRAHAMAN;3;;;
ABDULRAHEEM;65;;;
ABDULRAHEM;9;;;
ABDULRAHIIM;2;;;
ABDULRAHIM;148;;;
ABDULRAHMAN;1 743;;;
ABDULRAHMEN;2;;;
ABDULRAKEEB;2;;;
ABDULRAKIB;2;;;
ABDULRAMAN;2;;;
ABDULRAOOF;6;;;
ABDULRAOUF;25;;;
ABDULRAQEB;2;;;
ABDULRASAK;6;;;
ABDULRASHEED;5;;;
ABDULRASHID;14;;;
ABDULRASOL;5;;;
ABDULRASOOL;13;;;
ABDULRASOUL;5;;;
ABDULRASUL;4;;;
ABDULRAUF;11;;;
ABDULRAZA;3;;;
ABDULRAZAGH;4;;;
ABDULRAZAK;159;;;
ABDULRAZAQ;47;;;
ABDULRAZEK;2;;;
ABDULRAZIK;2;;;
ABDULRAZIQ;2;;;
ABDULRAZZAG;2;;;
ABDULRAZZAK;57;;;
ABDULRAZZAQ;183;;;
ABDULREDA;9;;;
ABDULREDHA;7;;;
ABDULREHMAN;9;;;
ABDULRESHED;2;;;
ABDULREZA;6;;;
ABDULREZAK;7;;;
ABDULREZAQ;2;;;
ABDULREZZAK;2;;;
ABDULRHMAN;57;;;
ABDULRIDA;2;;;
ABDULRIDHA;47;;;
ABDULRIZAK;10;;;
ABDULRUHMAN;5;;;
ABDULRZAK;5;;;
ABDULRZIK;2;;;
ABDULSABOOR;2;;;
ABDULSADA;25;;;
ABDULSADEK;2;;;
ABDULSADEQ;2;;;
ABDULSADI;3;;;
ABDULSADIQ;2;;;
ABDULSAHEB;11;;;
ABDULSAHIB;31;;;
ABDULSALAM;253;;;
ABDULSALEH;2;;;
ABDULSAMAD;32;;;
ABDULSAMEA;2;;;
ABDULSAMED;9;;;
ABDULSAMEEA;2;;;
ABDULSAMET;6;;;
ABDULSAMI;4;;;
ABDULSAMIE;2;;;
ABDULSATAR;25;;;
ABDULSATER;4;;;
ABDULSATTAR;115;;;
ABDULSAYED;3;;;
ABDULSELAM;9;;;
ABDULSEMED;3;;;
ABDULSHAHEED;4;;;
ABDULSHAKOR;2;;;
ABDULSHAKUR;2;;;
ABDULSLAM;2;;;
ABDULSTAR;4;;;
ABDULVAHAP;8;;;
ABDULVAHED;2;;;
ABDULWADOD;3;;;
ABDULWADOOD;2;;;
ABDULWADOUD;5;;;
ABDULWADUD;4;;;
ABDULWAHAB;194;;;
ABDULWAHD;3;;;
ABDULWAHED;49;;;
ABDULWAHHAB;52;;;
ABDULWAHID;88;;;
ABDULWAKEEL;2;;;
ABDULWAKIL;2;;;
ABDULWALI;10;;;
ABDULWALID;3;;;
ABDULWASE;4;;;
ABDULWASEA;4;;;
ABDULWASI;9;;;
ABDULWASIE;7;;;
ABDULWASIG;2;;;
ABDULWEHAB;3;;;
ABDULWHAB;5;;;
ABDULZAHER;3;;;
ABDULZAHRA;52;;;
ABDULZEHRA;2;;;
ABDUMAJID;3;;;
ABDUMALIK;5;;;
ABDUMUTAL;2;;;
ABDUN;2;;;
ABDUNASER;4;;;
ABDUNASIR;2;;;
ABDUNASSER;2;;;
ABDUNOSIR;2;;;
ABDUQAADIR;4;;;
ABDUQADIR;71;;;
ABDUR;60;;;
ABDUR REHMAN;2;;;
ABDUR-RAHMAN;4;;;
ABDUR-RAOUF;2;;;
ABDURAB;2;;;
ABDURABU;3;;;
ABDURAHAMAN;2;;;
ABDURAHIM;46;;;
ABDURAHMAN;307;;;
ABDURAHMON;4;;;
ABDURAKHIM;4;;;
ABDURAKHMAN;9;;;
ABDURAKHMON;8;;;
ABDURASHID;23;;;
ABDURASSUL;2;;;
ABDURASUL;4;;;
ABDURAUF;4;;;
ABDURAZAK;13;;;
ABDURAZAQ;2;;;
ABDURAZZAQ;2;;;
ABDUREHIM;3;;;
ABDUREHMAN;11;;;
ABDURESHID;4;;;
ABDUREZAK;19;;;
ABDURHMAN;8;;;
ABDURISAG;2;;;
ABDURIZAK;2;;;
ABDUROHMAN;2;;;
ABDURRAHEEM;3;;;
ABDURRAHIM;33;;;
ABDURRAHMAAN;2;;;
ABDURRAHMAN;156;;;
ABDURRAOUF;3;;;
ABDURRAZAQ;3;;;
ABDURUHDA;2;;;
ABDUS;29;;;
ABDUSAID;4;;;
ABDUSALAAM;3;;;
ABDUSALAM;38;;;
ABDUSAMAD;4;;;
ABDUSAMED;2;;;
ABDUSELAM;58;;;
ABDUSEMED;4;;;
ABDUSHKUR;2;;;
ABDUSHUKUR;2;;;
ABDUSLAM;3;;;
ABDUSSALAM;11;;;
ABDUSSAMED;4;;;
ABDUWAHAB;5;;;
ABDUWAHID;4;;;
ABDUWALI;10;;;
ABDUWALLI;5;;;
ABDUWELI;2;;;
ABDY;2;;;
ABDYL;2;;;
ABDYLAZIZ;2;;;
ABDZAID;2;;;
ABDÜL;4;;;
ABDÜLAZIZ;2;;;
ABDÜLHAMID;2;;;
ABDÜLKADIR;10;;;
ABDÜLKERIM;3;;;
ABDÜLMECIT;3;;;
ABDÜLVAHIT;2;;;
ABE;11;;;
ABEAL;2;;;
ABEBAW;8;;;
ABEBAYEHU;3;;;
ABEBE;91;;;
ABED;828;;;
ABED ALRAHMAN;6;;;
ABED-ALAHAD;2;;;
ABED-ALFATTAH;2;;;
ABEDA;2;;;
ABEDALAMIR;2;;;
ABEDALAZIZ;6;;;
ABEDALFATAH;5;;;
ABEDALI;10;;;
ABEDALJAWAD;2;;;
ABEDALKADER;3;;;
ABEDALLAH;10;;;
ABEDALMASIH;2;;;
ABEDALQADER;3;;;
ABEDALRAHMAN;12;;;
ABEDALRAZAK;2;;;
ABEDALSALAM;2;;;
ABEDDIN;2;;;
ABEDE;2;;;
ABEDEL;3;;;
ABEDELRAHMAN;4;;;
ABEDELWADOD;3;;;
ABEDFATAH;2;;;
ABEDI;3;;;
ABEDIN;88;;;
ABEDNEGO;5;;;
ABEDOM;10;;;
ABEDQADER;4;;;
ABEDRABBA;2;;;
ABEDRAHMAN;2;;;
ABEDULAZIZ;2;;;
ABEDULLAH;4;;;
ABEED;6;;;
ABEER;19;;;
ABEIL;4;;;
ABEKA;2;;;
ABEL;862;;;
ABEL ABRAHAM;2;;;
ABELARD;2;;;
ABELARDO;32;;;
ABELE;5;;;
ABELL;4;;;
ABELLI;3;;;
ABELMAJIED;2;;;
ABEM;2;;;
ABEN;2;;;
ABENAZER;5;;;
ABENET;6;;;
ABENEZER;25;;;
ABENOB;4;;;
ABENZER;2;;;
ABERA;45;;;
ABERHAM;4;;;
ABERON;3;;;
ABERRA;5;;;
ABESALOM;2;;;
ABESELOM;3;;;
ABET;3;;;
ABEY;6;;;
ABEYA;2;;;
ABEYE;2;;;
ABEYRATHNA;3;;;
ABEYSINGHE;2;;;
ABEYWICKRAMA;2;;;
ABGAR;38;;;
ABHAR;2;;;
ABHAS;2;;;
ABHAY;34;;;
ABHAYKUMAR;3;;;
ABHI;5;;;
ABHIJAT;2;;;
ABHIJEET;31;;;
ABHIJIT;36;;;
ABHIJITH;13;;;
ABHIJNA;2;;;
ABHIJOT;2;;;
ABHIK;3;;;
ABHILASH;29;;;
ABHIMANYU;23;;;
ABHINANDAN;9;;;
ABHINASH;2;;;
ABHINAV;57;;;
ABHINAY;9;;;
ABHIRAJ;2;;;
ABHIRAM;19;;;
ABHIROOP;3;;;
ABHISEK;5;;;
ABHISHEK;169;;;
ABI;22;;;
ABIAN;4;;;
ABIB;26;;;
ABIBAKAR;3;;;
ABIBEKER;2;;;
ABID;219;;;
ABIDAL;3;;;
ABIDALLAH;2;;;
ABIDEEN;3;;;
ABIDEMI;9;;;
ABIDIN;41;;;
ABIDINE;6;;;
ABIDRAHMAN;2;;;
ABIDUL;3;;;
ABIDULSAHIB;2;;;
ABIDUR;4;;;
ABIDZAID;2;;;
ABIEL;138;;;
ABIESELOM;2;;;
ABIEVITJ;2;;;
ABIGAIL;3;;;
ABIIB;8;;;
ABIID;2;;;
ABIJAH;3;;;
ABIKAR;3;;;
ABIL;6;;;
ABILASH;4;;;
ABILDGAARD;7;;;
ABILDTRUP;4;;;
ABILIO;9;;;
ABIM;4;;;
ABIMAEL;5;;;
ABIMBOLA;6;;;
ABIN;8;;;
ABINABI;6;;;
ABINASH;8;;;
ABINAYAN;2;;;
ABINER;6;;;
ABINET;2;;;
ABINEZER;5;;;
ABIODUN;31;;;
ABIOLA;20;;;
ABIOT;3;;;
ABIR;42;;;
ABIRU;2;;;
ABISADO;2;;;
ABISAI;3;;;
ABISELOM;2;;;
ABISH;4;;;
ABISHAN;2;;;
ABISHEK;9;;;
ABISOLOM;7;;;
ABISOYE;2;;;
ABIT;18;;;
ABITI;2;;;
ABIY;21;;;
ABIYE;2;;;
ABIYEL;2;;;
ABIYO;2;;;
ABIZER;2;;;
ABJAD;3;;;
ABJAR;25;;;
ABJÖRN;2;;;
ABKAR;8;;;
ABKER;3;;;
ABLAHAD;88;;;
ABLAHAT;4;;;
ABLAHED;3;;;
ABLAI;2;;;
ABLAYE;3;;;
ABLE;2;;;
ABLEL;10;;;
ABLELOM;16;;;
ABLET;3;;;
ABLHAD;2;;;
ABLIE;10;;;
ABLIKIM;2;;;
ABM;2;;;
ABNER;33;;;
ABNET;5;;;
ABNOWEL;3;;;
ABO;66;;;
ABOAGYE;5;;;
ABOALFADEL;2;;;
ABOALGASM;2;;;
ABOALIM;3;;;
ABOBAKAR;6;;;
ABOBAKER;35;;;
ABOBAKIR;8;;;
ABOBAKR;30;;;
ABOD;34;;;
ABODE;2;;;
ABODI;10;;;
ABODY;3;;;
ABOKAR;23;;;
ABOKOR;38;;;
ABOL;6;;;
ABOLADE;3;;;
ABOLAJI;3;;;
ABOLFAZAL;2;;;
ABOLFAZEL;5;;;
ABOLFAZI;8;;;
ABOLFAZL;198;;;
ABOLGASEM;3;;;
ABOLGHASEM;31;;;
ABOLGHASSEM;11;;;
ABOLHASSAN;8;;;
ABOLUQAADIR;4;;;
ABOMA;4;;;
ABON;2;;;
ABONOB;2;;;
ABOO;2;;;
ABOOBACKER;2;;;
ABOOBAKR;2;;;
ABOOD;40;;;
ABOOLE;5;;;
ABOOZAR;4;;;
ABOS;2;;;
ABOSUFIAN;3;;;
ABOTALEB;2;;;
ABOU;49;;;
ABOU BAKR;3;;;
ABOUBACAR;31;;;
ABOUBACARR;3;;;
ABOUBAKAR;13;;;
ABOUBAKER;17;;;
ABOUBAKR;15;;;
ABOUD;139;;;
ABOUDI;2;;;
ABOUDOU;2;;;
ABOUEL;3;;;
ABOUELNOUR;4;;;
ABOUELSAOUD;2;;;
ABOUELTAIB;3;;;
ABOUELYAZID;2;;;
ABOUHANTSH;3;;;
ABOUL;2;;;
ABOULFAZL;8;;;
ABOULGHASEM;4;;;
ABOULHEIL;8;;;
ABOULQASIM;2;;;
ABOUSHIESHAA;3;;;
ABOUTALEB;2;;;
ABOUZAR;6;;;
ABOUZEID;4;;;
ABOZAR;20;;;
ABRA;2;;;
ABRAAM;2;;;
ABRAAO;3;;;
ABRAHA;130;;;
ABRAHALE;26;;;
ABRAHALEY;12;;;
ABRAHAM;1 729;;;
ABRAHAN;5;;;
ABRAHEEM;11;;;
ABRAHEM;15;;;
ABRAHIM;58;;;
ABRAHMAN;3;;;
ABRAM;43;;;
ABRAMO;2;;;
ABRAR;80;;;
ABRAZ;2;;;
ABREGO;2;;;
ABREHA;7;;;
ABREHALEY;5;;;
ABREHAM;27;;;
ABREHE;8;;;
ABREU;2;;;
ABRHA;44;;;
ABRHALE;18;;;
ABRHALEY;5;;;
ABRHAM;121;;;
ABRHE;2;;;
ABRI;3;;;
ABRIL;2;;;
ABRIS;4;;;
ABROHOM;6;;;
ABROR;7;;;
ABROUN;3;;;
