;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda män 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
LÉONEL;19;5,1;;
LEONELL;84;6,3;;
LEONÉLL;2;-;;
LÉONELL;3;-;;
LEONHARD;29;43;;
LEONI;8;-;;
LEONIC;2;-;;
LEONID;143;32,1;;
LEONIDA;7;-;;
LEONIDAS;328;17,2;;
LÉONIDAS;5;-;;
LEONIDAZ;2;-;;
LEONIDES;2;-;;
LEONIDHA;6;-;;
LEONIDS;7;-;;
LEONIK;4;-;;
LÉONIN;2;-;;
LEONIS;34;8,9;;
LEONIT;49;11,6;;
LEONOR;6;-;;
LEONS;3;-;;
LEONTE;6;-;;
LEONTIN;30;15,2;;
LEONTINUS;2;-;;
LEOPAUL;2;-;;
LEO-PAUL;2;-;;
LEOPAULD;2;-;;
LEOPOLD;619;21,2;;
LÉOPOLD;18;17,7;;
LEOPOLDO;24;54,3;;
LEOR;11;7,3;;
LEORENT;5;-;;
LEOS;3;-;;
LEOTRIM;71;19,9;;
LEOUL;4;-;;
LEOVIN;2;-;;
LER;5;-;;
LERI;3;-;;
LERNIK;3;-;;
LERNY;2;-;;
LERON;6;-;;
LEROY;66;26,5;;
LE-ROY;2;-;;
LERRY;2;-;;
LESANDRO;2;-;;
LESANE;2;-;;
LESLAW;20;57,7;;
LESLEY;11;39,4;;
LESLI;2;-;;
LESLIE;98;48,9;;
LESLY;3;-;;
LESSLY;2;-;;
LESTER;45;30,1;;
LESZEK;322;53,9;;
LETH;4;-;;
LETIAN;4;-;;
LETO;3;-;;
LETU;2;-;;
LEUEL;2;-;;
LEUL;17;30,4;;
LEULSEGED;2;-;;
LEUNG;3;-;;
LEUNIT;2;-;;
LEUPOLD;2;-;;
LEUTRIM;92;25,2;;
LEV;95;19;;
LEVAI;2;-;;
LEVAN;34;30,5;;
LEVAND;2;-;;
LEVANI;7;-;;
LEVANT;2;-;;
LEVAR;6;-;;
LEVEN;6;-;;
LEVEND;8;-;;
LEVENT;152;36;;
LEVENTE;113;36,7;;
LEVI;2 232;9,2;;
LÉVI;6;-;;
LEVIE;5;-;;
LEVIH;4;-;;
LEVIN;127;8,8;;
LEVIS;266;8,9;;
LEVKO;2;-;;
LEVON;115;20,9;;
LEVÓN;3;-;;
LÉVON;3;-;;
LEVY;11;25,1;;
LEW;4;-;;
LEWA;2;-;;
LEWAA;4;-;;
LEWAND;3;-;;
LEWAR;4;-;;
LEWEN;2;-;;
LEWEND;18;19;;
LEWHAT;2;-;;
LEWI;157;10,2;;
LEWIAN;2;-;;
LEWIE;4;-;;
LEWIN;25;8,4;;
LEWIS;285;15,6;;
LEWIZ;3;-;;
LEWON;5;-;;
LEX;274;9,3;;
LEXI;4;-;;
LEXIAN;10;4,4;;
LEXINGTON;2;-;;
LEXIUS;4;-;;
LEXTON;2;-;;
LEXUS;105;9,3;;
LEXUZ;3;-;;
LEXX;6;-;;
LEXXUS;2;-;;
LEY;6;-;;
LEYAD;2;-;;
LEYAN;3;-;;
LEYANG;2;-;;
LEYKUN;2;-;;
LEYL;2;-;;
LEYON;5;-;;
LEYTH;4;-;;
LEYTON;23;8,3;;
LEZAN;13;23,5;;
LEZGIN;8;-;;
LEZHI;2;-;;
LEZLIE;2;-;;
LEZMA;2;-;;
LG;2;-;;
L-G;2;-;;
LHEO;7;-;;
LHIAM;2;-;;
LI;71;38,9;;
LIA;3;-;;
LIAAM;3;-;;
LIAGHAT;3;-;;
LIAHM;2;-;;
LIAHS;3;-;;
LIAM;15 497;10,9;;
LÍAM;2;-;;
LIAM ALEXANDER;2;-;;
LIAMH;4;-;;
LIAMO;3;-;;
LIAN;227;8,1;;
LIANDER;2;-;;
LIANDRO;7;-;;
LIANG;66;39,8;;
LIANGCHAO;2;-;;
LIANGJUN;2;-;;
LIANGLIANG;3;-;;
LIANGQI;2;-;;
LIANGYU;3;-;;
LIANYING;2;-;;
LIAQAT;32;39,8;;
LIAQUAT;8;-;;
LIARD;2;-;;
LIAS;789;5,4;;
LIAZ;43;5,8;;
LIBAAN;22;28,2;;
LIBAN;429;28,4;;
LIBANG;2;-;;
LIBARYO;2;-;;
LIBEN;5;-;;
LIBER;8;-;;
LIBERATO;3;-;;
LIBERO;9;-;;
LIBERTH;2;-;;
LIBERTY;2;-;;
LIBIN;4;-;;
LIBO;3;-;;
LIBOR;12;42,1;;
LIBURN;10;16,3;;
LICA;5;-;;
LICENIO;2;-;;
LICHAO;3;-;;
LI-CHUNG;2;-;;
LICINIO;2;-;;
LIDAS;3;-;;
LIDER;3;-;;
LIDIO;2;-;;
LIDONG;6;-;;
LIE;5;-;;
LIEL;4;-;;
LIEM;5;-;;
LIEN;5;-;;
LIEO;2;-;;
LIES;5;-;;
LIET;3;-;;
LIETH;5;-;;
LIEUWE;3;-;;
LIEV;2;-;;
LIEWI;3;-;;
LIFE;3;-;;
LIFENG;5;-;;
LIFU;2;-;;
LIGANG;2;-;;
LIGHT;2;-;;
LIGUO;2;-;;
LIHAM;4;-;;
LIHAN;2;-;;
LIHAO;2;-;;
LIHENG;2;-;;
LIHON;4;-;;
LIHONG;3;-;;
LIHUA;2;-;;
LIHUI;2;-;;
LIIAM;5;-;;
LIIAN;2;-;;
LIIAS;2;-;;
LIIBAAN;55;26,1;;
LIIBAN;49;23,2;;
LIINUS;3;-;;
LIION;10;5,2;;
LIJAM;3;-;;
LIJAN;5;-;;
LIJIA;2;-;;
LIJIE;3;-;;
LIJO;9;-;;
LIJON;12;4,5;;
LIJU;2;-;;
LIJUN;6;-;;
LIKAI;2;-;;
LIKANG;2;-;;
LIKHIT;5;-;;
LIKHITH;3;-;;
LIKITH;3;-;;
LIKUN;2;-;;
LILAS;2;-;;
LILIAN;8;-;;
LILITH;4;-;;
LILJAR;2;-;;
LILJE;3;-;;
LILLE;2;-;;
LILLEBJÖRN;2;-;;
LILLEBROR;40;43,5;;
LILLE-BROR;9;-;;
LILLEMAN;7;-;;
LILLEN;12;48,4;;
LILLIE;2;-;;
LILLIS;8;-;;
LILLY;5;-;;
LILO;14;16,4;;
LILY;7;-;;
LIM;6;-;;
LIMA;2;-;;
LIMAN;15;45,5;;
LIMAR;6;-;;
LIMBERT;2;-;;
LIME;2;-;;
LIMING;9;-;;
LI-MING;2;-;;
LIMON;7;-;;
LIMOR;10;17,8;;
LIMPAN;2;-;;
LIMUEL;2;-;;
LIN;45;41,1;;
LINA;4;-;;
LINAR;7;-;;
LINARD;4;-;;
LINARDAS;3;-;;
LINARDS;8;-;;
LINAS;86;41,8;;
LINC;3;-;;
LINCOLN;145;10,4;;
LINCON;14;11,3;;
LIND;5;-;;
LINDA;4;-;;
LINDE;29;27,9;;
LINDELO;4;-;;
LINDE-LOU;3;-;;
LINDEN;3;-;;
LINDER;5;-;;
LINDI;7;-;;
LINDIM;3;-;;
LINDON;15;13,3;;
LINDOR;12;38,8;;
LINDRI;2;-;;
LINDRIT;10;20,4;;
LINDSAY;11;52;;
LINDSEY;2;-;;
LINDY;11;71,9;;
LINFAN;2;-;;
LINFENG;6;-;;
LING;11;47,3;;
LINGARD;2;-;;
LINGESWARAN;2;-;;
LINGFEI;3;-;;
LINGFENG;6;-;;
LINGJIE;3;-;;
LINGJUN;3;-;;
LINGQI;2;-;;
LINGWEI;4;-;;
LINGYONG;4;-;;
LINGYU;4;-;;
LINH;13;39,7;;
LINHANG;2;-;;
LINJIE;3;-;;
LINK;87;8,5;;
LINKAN;2;-;;
LINKEN;2;-;;
LINN;9;-;;
LINNAR;14;23;;
LINNÉ;28;31,9;;
LINNEA;6;-;;
LINNÉA;6;-;;
LINO;125;24,6;;
LINOR;11;12,6;;
LINOS;4;-;;
LINTON;147;9,2;;
LINU;3;-;;
LINUS;20 013;25,2;;
LINUX;6;-;;
LINUZ;102;20,5;;
LINWEI;2;-;;
LIO;108;5,6;;
LION;730;7,1;;
LIÓN;2;-;;
LÍON;3;-;;
LIONARDO;2;-;;
LIONEL;1 001;8,3;;
LIONÉL;10;4,3;;
LIONELL;47;6,6;;
LIONELLO;3;-;;
LIONNEL;5;-;;
LIOR;47;11,4;;
LIP;3;-;;
LIPENG;3;-;;
LIPTON;9;-;;
LIQING;3;-;;
LIQUN;3;-;;
LIRAK;8;-;;
LIRAN;2;-;;
LIRI;2;-;;
LIRIAN;6;-;;
LIRIDON;210;31;;
LIRIGZON;5;-;;
LIRIJON;3;-;;
LIRIK;4;-;;
LIRIM;51;30,6;;
LIRION;3;-;;
LIRJAN;2;-;;
LIRJON;7;-;;
LIRO;4;-;;
LIRON;7;-;;
LIS;11;16,8;;
LISA;6;-;;
LISANDER;3;-;;
LISANDRO;28;21,4;;
LISBET;3;-;;
LISHAN;2;-;;
LISHANTH;2;-;;
LISHENG;4;-;;
LISI;5;-;;
LISIEN;2;-;;
LISS;40;71,8;;
LISS OLOF;3;-;;
LISSANDRO;3;-;;
LISSDANIELS;2;-;;
LISSDANILS;3;-;;
LISS-ERIC;2;-;;
LISS-ERIK;3;-;;
LISSNILS;3;-;;
LISS-OLOF;4;-;;
LISTON;19;9,9;;
LITAO;2;-;;
LITH;11;19,7;;
LITHVIK;2;-;;
LITO;3;-;;
LITON;10;49,4;;
LIUBOMYR;4;-;;
LIUDAS;14;33,3;;
LIUDVIKAS;4;-;;
LIUL;2;-;;
LIULE;2;-;;
LIUTAURAS;15;30,5;;
LIUYI;2;-;;
LIV;4;-;;
LIVAN;10;25;;
LIVAR;11;11,1;;
LIVEN;2;-;;
LIVER;5;-;;
LIVIAN;3;-;;
LIVINGSTONE;2;-;;
LIVINUS;2;-;;
LIVIO;33;40,9;;
LIVIU;82;47,7;;
LIVIU-CLAUDIU;2;-;;
LIVIU-CONSTANTIN;2;-;;
LIVIU-CRISTIAN;2;-;;
LIVIUS;7;-;;
LIVON;8;-;;
LIWA;2;-;;
LIWAA;10;35,5;;
LIWEI;7;-;;
LIWEN;2;-;;
LIWIS;2;-;;
LIWIZ;2;-;;
LIXIN;6;-;;
LIYAGHAT;3;-;;
LIYAM;8;-;;
LIYAN;11;6,7;;
LIYANARACHCHIGE;2;-;;
LIYANG;5;-;;
LIYE;2;-;;
LIYON;9;-;;
LIYONG;5;-;;
LIYU;3;-;;
LIYUAN;3;-;;
LIZ;3;-;;
LIZAN;2;-;;
LIZANDRO;9;-;;
LIZHONG;3;-;;
LIZHOU;3;-;;
LIZI;2;-;;
LIZZ;3;-;;
LJABINOT;2;-;;
LJATIF;9;-;;
LJAVDIM;10;38,6;;
LJAZIM;3;-;;
LJEUTRIM;2;-;;
LJILJAN;3;-;;
LJIRIDON;5;-;;
LJIRIM;2;-;;
LJUAN;5;-;;
LJUBA;2;-;;
LJUBAN;19;62,2;;
LJUBE;15;67;;
LJUBEN;4;-;;
LJUBINKO;8;-;;
LJUBISA;127;56,2;;
LJUBISAV;12;61,9;;
LJUBISHA;2;-;;
LJUBIVOJE;5;-;;
LJUBO;21;61,1;;
LJUBODRAG;6;-;;
LJUBOMIR;106;59;;
LJULJZIM;7;-;;
LJULZIM;2;-;;
LJUPCE;7;-;;
LJUPCHE;2;-;;
LJUPCHO;11;36,4;;
LJUPCO;42;56,9;;
LJUPKO;13;62,4;;
LJUTICA;5;-;;
LJUTVI;2;-;;
LJUZIM;3;-;;
LKHAGVA;2;-;;
LKHAGVABAYAR;2;-;;
LKHAGVADORJ;6;-;;
LKHAGVA-OCHIR;4;-;;
LKHAGVASUREN;11;40,1;;
LLAZI;2;-;;
LLEWELLYN;4;-;;
LLEWELYN;2;-;;
LLEWYN;3;-;;
LLEYTON;4;-;;
LLOYD;82;36,8;;
LLUC;5;-;;
LLUIS;10;43,7;;
LLUÍS;4;-;;
LLUKMAN;2;-;;
LLYR;3;-;;
LMAR;3;-;;
LO;521;10,5;;
LO ADRIAN;2;-;;
LOA;557;7,7;;
LOAE;4;-;;
LOAEE;2;-;;
LOAH;89;5,5;;
LOAI;74;30,3;;
LOAJ;5;-;;
LOAN;11;15,7;;
LOANT;2;-;;
LOAR;8;-;;
LOAY;107;31,3;;
LOBJÖRN;2;-;;
LOBO;3;-;;
LOBSANG;5;-;;
LOC;10;46,6;;
LOCHLAN;9;-;;
LOCKE;4;-;;
LOCO;2;-;;
LODE;6;-;;
LODOVICO;2;-;;
LODUR;2;-;;
LOE;128;7,5;;
LOÉ;2;-;;
LOEI;4;-;;
LOEL;5;-;;
LOEN;4;-;;
LOEY;7;-;;
LOFFE;10;44,1;;
LOFTUR;2;-;;
LOFVE;2;-;;
LOGAN;192;9,6;;
LOGANATHAN;2;-;;
LOGESH;4;-;;
LOGHMAN;22;50,1;;
LOGI;6;-;;
LOGMAN;4;-;;
LOH;2;-;;
LOHAM;2;-;;
LOHAN;5;-;;
LOHIT;2;-;;
LOHITH;5;-;;
LOI;30;22,6;;
LOIC;26;32;;
LOÏC;36;22,2;;
LOIE;14;8,1;;
LOIS;22;25,3;;
LOÏS;2;-;;
LOIZOS;4;-;;
LOK;6;-;;
LOKA;2;-;;
LOKANA;2;-;;
LOKE;4 296;9,6;;
LOKESH;28;30,7;;
LOKESHWARAN;2;-;;
LOKHMAN;2;-;;
LOKI;38;8,8;;
LOKMAN;84;42,4;;
LOKTÄPP;3;-;;
LOLEK;2;-;;
LOLLE;4;-;;
LOLLO;20;61;;
LOLO;3;-;;
LOM;2;-;;
LOM-ALI;3;-;;
LOMAN;2;-;;
LON;5;-;;
LONDON;23;11,1;;
LONG;75;40,1;;
LONGFEI;2;-;;
LONGIN;2;-;;
LONGINUS;4;-;;
LONGONYA;2;-;;
LONI;3;-;;
LONIK;4;-;;
LONNIE;5;-;;
LONNY;3;-;;
LOO;9;-;;
LOOC;2;-;;
LOOIE;2;-;;
LOOKE;4;-;;
LOOKMAN;3;-;;
LOON;2;-;;
LOOVE;5;-;;
LOPES;2;-;;
LOQMAN;21;31,2;;
LORAN;84;13,1;;
LORANCE;8;-;;
LORAND;23;37,4;;
LORÁND;2;-;;
LÓRÁND;5;-;;
LORANG;2;-;;
LORANGA;3;-;;
LORANS;68;21,3;;
LORANT;12;41,9;;
LÓRÁNT;6;-;;
LORCAN;6;-;;
LORD;30;36,5;;
LORD MARTIN;2;-;;
LORD MICHAEL;2;-;;
LORE;3;-;;
LOREDAN;2;-;;
LOREN;19;41,1;;
LORENAS;2;-;;
LORENC;27;21,8;;
LORENCE;5;-;;
LORENCO;4;-;;
LORENS;109;26,9;;
LORENSO;4;-;;
LORENT;117;9,5;;
LORENTINO;3;-;;
LORENTS;23;21,7;;
LORENTZ;317;31,7;;
LORENTZO;3;-;;
LORENZ;124;31,3;;
LORENZO;464;23,1;;
LOREON;2;-;;
LORES;2;-;;
LORETO;2;-;;
LORIAN;84;6,9;;
LORIJAN;2;-;;
LORIK;267;10,3;;
LORIN;13;30,5;;
LORINC;4;-;;
LORIND;2;-;;
LORIS;73;18,3;;
LORJAN;3;-;;
LORNE;5;-;;
LOSIAN;2;-;;
LOT;2;-;;
LOTANNA;2;-;;
LOTARS;2;-;;
LOTFALI;3;-;;
LOTFI;76;51;;
LOTFOLLAH;13;51;;
LOTFULLAH;2;-;;
LOTFY;4;-;;
LOTHAR;81;64,1;;
LOTHUS;2;-;;
LOTS;2;-;;
LOTUS;90;9,1;;
LOTUZ;4;-;;
LOU;138;9,1;;
LOUAI;86;35,2;;
LOUAN;3;-;;
LOUAY;119;37,3;;
LOUCAS;4;-;;
LOUCMANE;2;-;;
LOUEI;2;-;;
LOUI;1 935;5,8;;
LOUICE;2;-;;
LOUIE;1 767;5,5;;
LOUIÉ;2;-;;
LOUII;2;-;;
LOUIN;2;-;;
LOUIS;695;25,6;;
LOUISE;8;-;;
LOUIS-PHILIPPE;3;-;;
LOUJAIN;2;-;;
LOUKA;4;-;;
LOUKAS;23;29,8;;
LOUKMAN;8;-;;
LOUND;3;-;;
LOUNES;4;-;;
LOUP;2;-;;
LOURAN;3;-;;
LOURANCE;2;-;;
LOURANS;11;39,3;;
LOURD;2;-;;
LOURENCO;3;-;;
LOURENÇO;3;-;;
LOURENS;5;-;;
LOUTFI;4;-;;
LOUVE;2;-;;
LOUY;6;-;;
LOVA;3;-;;
LOVAN;21;8,5;;
LOVAR;2;-;;
LOVAY;2;-;;
LOVE;5 572;14,3;;
LOVEDEEP;3;-;;
LOVEH;2;-;;
LOVEL;2;-;;
LOVELL;6;-;;
LOVEMORE;2;-;;
LOVEN;3;-;;
LOVEPREET;6;-;;
LOVI;24;7,6;;
LOVIAN;7;-;;
LOVIK;2;-;;
LOVIN;34;9,4;;
LOVIS;10;10,4;;
LOVRE;7;-;;
LOVRO;20;29;;
LOWAY;3;-;;
LOWE;1 821;10,3;;
LOWELL;7;-;;
LOWEN;2;-;;
LOWIE;4;-;;
LOWIN;3;-;;
LOWIS;4;-;;
LOWRANCE;2;-;;
LOY;4;-;;
LOYAN;7;-;;
LOYD;20;71,2;;
LOZAN;2;-;;
LSAN;2;-;;
LU;27;39,9;;
LUA;3;-;;
LUAAI;2;-;;
LUAI;37;38,2;;
LUAJ;2;-;;
LUAL;2;-;;
LUAN;231;19,9;;
LUÁN;4;-;;
LUANO;2;-;;
LUAR;4;-;;
LUAY;154;40,4;;
LUBBE;2;-;;
LUBE;4;-;;
LUBOMIR;26;53,5;;
LUBOMÍR;5;-;;
LUBOMYR;2;-;;
LUBOS;13;59,1;;
LUBOSLAV;2;-;;
LUC;80;33,9;;
LUCA;689;18,8;;
LUCA-ADRIAN;2;-;;
LUCA-ANDREI;2;-;;
LUCA-IOAN;2;-;;
LUCAS;14 641;15,2;;
LUCAS-LEE;2;-;;
LUCAZ;129;13,2;;
LUCCA;21;10,6;;
LUCCAS;2;-;;
LUCCIANO;3;-;;
LUCENZO;7;-;;
LUCHIANO;3;-;;
LUCI;3;-;;
LUCIA;2;-;;
LUCIAN;186;36,1;;
LUCIÁN;2;-;;
LUCIAN-ALEXANDRU;2;-;;
LUCIAN-CONSTANTIN;3;-;;
LUCIANO;224;37,5;;
LUÇIANO;2;-;;
LUCIEN;52;30,3;;
LUCIFER;19;23,2;;
LUCIJAN;4;-;;
LUCIJANO;2;-;;
LUCILIO;2;-;;
LUCIO;38;43,2;;
LUCIOUS;3;-;;
LUCIUS;36;13,3;;
LUCJAN;26;48,4;;
LUCJUSZ;2;-;;
LUCK;2;-;;
LUCKAS;5;-;;
LUCKE;4;-;;
LUCKMAN;2;-;;
LUCKY;46;30,5;;
LUCREZIO;2;-;;
LUCY;3;-;;
LUDDE;164;16,5;;
LUDEK;4;-;;
LUDGER;3;-;;
LUDOMIR;2;-;;
LUDOVIC;37;44,5;;
LUDOVICO;8;-;;
LUDOVICUS;4;-;;
LUDOVIT;8;-;;
LUDVIG;11 841;17,1;;
LUDVIK;28;37,9;;
LUDVIN;3;-;;
LUDWIG;5 599;16,9;;
LUDWIGH;7;-;;
LUDWIK;31;43,5;;
LUDWIN;8;-;;
LUDWING;4;-;;
LUEJ;3;-;;
LUEL;11;32,6;;
LUEY;3;-;;
LUFTAR;2;-;;
LUFTIM;2;-;;
LUGMAN;16;26,3;;
LUHAIB;2;-;;
LUHAM;2;-;;
LUHAN;3;-;;
LUI;12;13,3;;
LUIE;9;-;;
LUIGI;129;50,1;;
LUIGJ;7;-;;
LUIS;1 563;48;;
LUÍS;27;35,9;;
LUIS ANGEL;2;-;;
LUIS CARLOS;3;-;;
LUIS FERNANDO;5;-;;
LUIS MIGUEL;2;-;;
LUIS-ALBERTO;3;-;;
LUISITO;2;-;;
LUIZ;73;38,3;;
LUÍZ;2;-;;
LUJIE;2;-;;
LUKA;886;16,2;;
LUKACS;2;-;;
LUKÁCS;2;-;;
LUKAS;12 172;17,2;;
LUKÁS;21;30,8;;
LÚKAS;2;-;;
LUKASS;5;-;;
LUKASZ;1 125;36,3;;
LUKAZ;63;12,5;;
LUKE;423;21,4;;
LUKEN;2;-;;
LUKHMAN;3;-;;
LUKI;3;-;;
LUKIAN;4;-;;
LUKIJAN;4;-;;
LUKMAN;71;34,9;;
LUKMON;2;-;;
LUKSA;5;-;;
LUL;2;-;;
LULEKAL;2;-;;
LULEZIM;2;-;;
LULËZIM;2;-;;
LULSEGED;4;-;;
LULU;2;-;;
LULZIM;144;44,4;;
LUM;6;-;;
LUMBARDH;2;-;;
LUMI;10;15;;
LUMIERE;2;-;;
LUMING;2;-;;
LUMNI;12;43,2;;
LUMOS;2;-;;
LUMTURI;2;-;;
LUMUMBA;3;-;;
LUNA;22;23,8;;
LUNAR;3;-;;
LUNDRIM;6;-;;
LUNE;4;-;;
LUNG;2;-;;
LUNGILE;2;-;;
LUNIK;3;-;;
LUNNE;6;-;;
LUNO;3;-;;
LUOAI;2;-;;
LUOAY;2;-;;
LUONG;14;45;;
LUOWEI;2;-;;
LUPCE;2;-;;
LUPCO;4;-;;
LUPERCIO;3;-;;
LUPO;4;-;;
LUPUS;5;-;;
LUQAS;7;-;;
LUQMAAN;19;9,2;;
LUQMAN;153;17,8;;
LURKA;2;-;;
LUSH;2;-;;
LUSIAN;2;-;;
LUSIANO;2;-;;
LUSTIG;3;-;;
LUTFAR;2;-;;
LUTFI;55;44,9;;
LUTFUL;2;-;;
LUTFULLAH;6;-;;
LUTFUR;2;-;;
LUTHANDO;3;-;;
LUTHER;7;-;;
LUTVI;6;-;;
LUTVO;3;-;;
LUTZ;51;63,7;;
LUU;6;-;;
LUUK;10;16,9;;
LUUKAS;9;-;;
LUUL;11;36,5;;
LUX;8;-;;
LUYANG;3;-;;
LUZI;2;-;;
LWANGA;2;-;;
LWEL;2;-;;
LWIMBA;2;-;;
LWIN;2;-;;
LY;14;45,5;;
LYAM;10;12,6;;
LYAMINE;2;-;;
LYAN;4;-;;
LYCKE;27;9,1;;
LYES;9;-;;
LYKE;6;-;;
LYKKE;30;11,2;;
LYLE;12;35,8;;
LYNDON;17;25,9;;
LYNN;6;-;;
LYNTON;2;-;;
LYNX;7;-;;
LYON;100;7;;
LYÓN;2;-;;
LYONEL;4;-;;
LYOVA;5;-;;
LYRA;2;-;;
LYSANDER;18;11,4;;
LÜTFI;13;47,1;;
LÜTFÜ;6;-;;
LYU;2;-;;
LYUBEN;4;-;;
LYUBISHA;2;-;;
LYUBOMIR;14;37,8;;
LYUDMIL;2;-;;
LYUDVIG;2;-;;
LYUPCHO;16;46,4;;
LYUTFI;2;-;;
LYUTVI;2;-;;
LÅNGNILS;2;-;;
LÄNNART;4;-;;
LÄNSMANS;4;-;;
LÖRINC;3;-;;
M;305;36,2;;
M.;3;-;;
M´BAREK;5;-;;
M´BARK;2;-;;
M´BEMBA;2;-;;
M´HAMED;12;57,7;;
M´HAMMED;2;-;;
MA;6;-;;
MA´MOUN;2;-;;
MA´RTON;2;-;;
MAAB;2;-;;
MAACHOU;2;-;;
MAAD;13;33,8;;
MAADA;2;-;;
MAADH;4;-;;
MAAHI;2;-;;
MAAHIR;38;7;;
MAAJID;14;7,5;;
MAALIK;10;6,6;;
MAALIN;2;-;;
MAAMAR;2;-;;
MAAMON;4;-;;
MAAMOON;5;-;;
MAAMOUN;25;37,9;;
MAAN;88;42,7;;
MAANAV;2;-;;
MAANI;2;-;;
MAANUS;3;-;;
MAAR;2;-;;
MAARAN;2;-;;
MAARIB;2;-;;
MAARIJ;3;-;;
MAARIN;2;-;;
MAAROF;2;-;;
MAAROUF;14;37,8;;
MAARTEN;70;43,4;;
MAARTIN;2;-;;
MAAS;5;-;;
MAASHO;2;-;;
MAASOUM;6;-;;
MAATALLAH;2;-;;
MAATH;8;-;;
MAAWIYE;3;-;;
MAAX;4;-;;
MAAZ;31;17,3;;
MAAZIM;3;-;;
MAAZIN;4;-;;
MAAZULLAH;3;-;;
MABAST;8;-;;
MABEL;4;-;;
MABEST;2;-;;
MABOU;3;-;;
MABROK;2;-;;
MABROUK;10;50,9;;
MABRUR;2;-;;
MAC;123;44,4;;
MACAAD;3;-;;
MACAIRE;2;-;;
MACAN;3;-;;
MACAO;2;-;;
MACARIO;4;-;;
MACDONALD;2;-;;
MACE;2;-;;
MACEO;8;-;;
MACFELIX;3;-;;
MACHAEL;2;-;;
MACHARIA;2;-;;
MACHE;2;-;;
MACHHOUR;3;-;;
MACHIEL;2;-;;
MACIEJ;728;39,9;;
MACIEK;4;-;;
MACIEL;2;-;;
MACIT;3;-;;
MACK;12;33,3;;
MACKAN;4;-;;
MACKE;6;-;;
MACKENZIE;10;19,4;;
MACKI;8;-;;
MACKIE;2;-;;
MACKIS;3;-;;
MACKS;5;-;;
MACKSON;2;-;;
MACOW;2;-;;
MACPHERSON;2;-;;
MACS;2;-;;
MACSEN;2;-;;
MAD;3;-;;
MADAD;3;-;;
MADALIN;23;31,9;;
MADAN;12;48,6;;
MADANI;5;-;;
MADAR;13;19,8;;
MADARS;9;-;;
MADASIR;3;-;;
MADAWA;2;-;;
MADDOC;2;-;;
MADDOX;121;8;;
MADDUMAGE;2;-;;
MADE;2;-;;
MADEUS;3;-;;
MADHAB;2;-;;
MADHAN;6;-;;
MADHANKUMAR;2;-;;
MADHAT;11;52,7;;
MADHAV;18;22;;
MADHAVAN;3;-;;
MADHI;5;-;;
MADHU;20;34,9;;
MADHUKAR;6;-;;
MADHUKUMAR;2;-;;
MADHUKUMARA;2;-;;
MADHUR;4;-;;
MADHUSUDAN;4;-;;
MADHUSUDHAN;8;-;;
MADHUSUDHANA;2;-;;
MADI;24;29,2;;
MADIAN;8;-;;
MADIBA;4;-;;
MADIS;24;52,8;;
MADISON;6;-;;
MADJED;14;56,5;;
MADJID;38;57,5;;
MADO;5;-;;
MADOU;3;-;;
MADRID;3;-;;
MADS;150;39,6;;
MADUKA;2;-;;
MADUSHA;2;-;;
MADY;3;-;;
MADYAN;7;-;;
MAEAR;2;-;;
MAEBEL;10;21,7;;
MAEDIN;5;-;;
MAEEN;3;-;;
MAEKELE;31;32,9;;
MAEL;23;13,2;;
MAËL;24;14,3;;
MAEN;33;38,6;;
MAFAZ;2;-;;
MAGAMED;6;-;;
MAGAN;4;-;;
MAGARSA;3;-;;
MAGATTE;4;-;;
MAGD;41;20,8;;
MAGDALENA;2;-;;
MAGDE;5;-;;
MAGDED;2;-;;
MAGDI;42;48,1;;
MAGDY;29;48,8;;
MAGED;111;39,4;;
MAGENDRAN;2;-;;
MAGESH;3;-;;
MAGGED;2;-;;
MAGHDID;2;-;;
MAGHSOUD;4;-;;
MAGIC;3;-;;
MAGID;38;45,8;;
MAGLOIRE;3;-;;
MAGNAR;27;60,5;;
MAGNE;202;46,5;;
MAGNI;30;30,8;;
MAGNIL;2;-;;
MAGNUM;4;-;;
MAGNUS;41 933;50;;
MAGNÚS;16;33,8;;
MAGNUSS;2;-;;
MAGNUZ;9;-;;
MAGO;2;-;;
MAGOMED;79;32,4;;
MAGOMED-BASHIR;2;-;;
MAGOMEDKAMIL;2;-;;
MAGOMEDRASUL;4;-;;
MAGOR;5;-;;
MAHA;2;-;;
MAHAAD;2;-;;
MAHABIR;2;-;;
MAHABOOB;2;-;;
MAHABUB;3;-;;
MAHABUBUL;3;-;;
MAHABUBUR;2;-;;
MAHAD;499;26,5;;
MAHADEV;3;-;;
MAHADEVAN;2;-;;
MAHADH;2;-;;
MAHADI;15;26,8;;
MAHALINGAM;2;-;;
MAHAM;2;-;;
MAHAMA;4;-;;
MAHAMAD;78;35,3;;
MAHAMADI;2;-;;
MAHAMADOU;16;33,8;;
MAHAMAT;30;26,4;;
MAHAMED;672;26,6;;
MAHAMED AMIIN;2;-;;
MAHAMED AMIN;4;-;;
MAHAMEDAMIIN;2;-;;
MAHAMEDAMIN;7;-;;
MAHAMED-AMIN;3;-;;
MAHAMEDDEEQ;3;-;;
