;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda kvinnor 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
NAYADE;6;-;;
NAYAH;10;6,2;;
NAYALA;2;-;;
NAYAN;3;-;;
NAYANA;19;28,5;;
NAYANI;2;-;;
NAYANIKA;6;-;;
NAYARA;14;25,7;;
NAYARET;2;-;;
NAYARETT;2;-;;
NAYE;2;-;;
NAYEL;3;-;;
NAYELA;3;-;;
NAYELI;57;8,3;;
NAYELIA;2;-;;
NAYELIE;3;-;;
NAYELLI;5;-;;
NAYEMA;3;-;;
NAYER;4;-;;
NAYERA;2;-;;
NAYEREH;24;59,6;;
NAYFEH;3;-;;
NAYHER;6;-;;
NAYHIER;3;-;;
NAYIBE;3;-;;
NAYILA;2;-;;
NAYILE;3;-;;
NAYIR;2;-;;
NAYLA;73;22,4;;
NAYLAH;8;-;;
NAYLE;4;-;;
NAYLIE;2;-;;
NAYLIN;2;-;;
NAYMA;6;-;;
NAYME;4;-;;
NAYNA;4;-;;
NAYNAWA;2;-;;
NAYOMI;18;15,1;;
NAYOUNG;3;-;;
NAYRA;12;17,8;;
NAYRI;4;-;;
NAYROUZ;6;-;;
NAYROZ;4;-;;
NAYRUS;2;-;;
NAYSHA;4;-;;
NAYYEREH;2;-;;
NAYZAK;2;-;;
NAZ;120;28,6;;
NAZA;48;48,8;;
NAZAFARIN;2;-;;
NAZAHA;2;-;;
NAZAHAT;2;-;;
NAZAK;3;-;;
NAZAKAT;5;-;;
NAZAL;3;-;;
NAZALIN;5;-;;
NAZAN;33;43,4;;
NAZANEEN;11;37,7;;
NAZANIN;363;32,8;;
NAZAR;11;38;;
NAZARA;3;-;;
NAZARET;5;-;;
NAZARETH;5;-;;
NAZBIBI;3;-;;
NAZBO;2;-;;
NAZDANA;10;26,5;;
NAZDANEH;3;-;;
NAZDAR;99;39,8;;
NAZE;14;47,4;;
NAZEERA;4;-;;
NAZEFA;2;-;;
NAZEH;2;-;;
NAZEK;47;40,9;;
NAZELI;6;-;;
NAZELIN;3;-;;
NAZENIN;12;35;;
NAZENTA;2;-;;
NAZERA;8;-;;
NAZERET;3;-;;
NAZGOL;17;29;;
NAZGUL;10;38,7;;
NAZHA;35;41,9;;
NAZHAT;16;53,7;;
NAZI;30;46,8;;
NAZIA;121;36,6;;
NAZIBE;2;-;;
NAZIFA;94;42;;
NAZIFAH;2;-;;
NAZIFE;57;48,9;;
NAZIFEH;6;-;;
NAZIHA;44;54,2;;
NAZIK;58;46,3;;
NAZIKA;4;-;;
NAZILA;54;40,6;;
NAZILE;7;-;;
NAZILLA;3;-;;
NAZIMA;9;-;;
NAZIME;7;-;;
NAZIN;5;-;;
NAZIR;3;-;;
NAZIRA;97;51,9;;
NAZIRAH;4;-;;
NAZIRE;23;53,2;;
NAZIREH;3;-;;
NAZISH;23;33,4;;
NAZITA;2;-;;
NAZIYE;2;-;;
NAZK;6;-;;
NAZLI;165;34,1;;
NAZLIA;8;-;;
NAZLICAN;8;-;;
NAZLIE;7;-;;
NAZLIEH;6;-;;
NAZLIJA;6;-;;
NAZLIJE;30;50,9;;
NAZLIME;3;-;;
NAZLIN;10;23,1;;
NAZLIYE;4;-;;
NAZLJIJE;3;-;;
NAZLY;7;-;;
NAZMA;20;51,7;;
NAZMIA;5;-;;
NAZMIAH;2;-;;
NAZMIE;15;51,5;;
NAZMIEH;3;-;;
NAZMIJA;14;40,3;;
NAZMIJE;82;52,5;;
NAZMIN;7;-;;
NAZMINA;2;-;;
NAZMIYA;3;-;;
NAZMIYE;24;52,8;;
NAZMUN;18;38,4;;
NAZNAZ;7;-;;
NAZNEEN;13;48;;
NAZNEN;2;-;;
NAZNET;3;-;;
NAZNIN;13;41;;
NAZO;20;33,7;;
NAZOKAT;4;-;;
NAZOO;2;-;;
NAZOW;2;-;;
NAZRA;5;-;;
NAZRAWIT;2;-;;
NAZREAT;5;-;;
NAZREEN;2;-;;
NAZREIT;2;-;;
NAZRET;84;31,7;;
NAZRETH;6;-;;
NAZRIET;10;18,8;;
NAZRIN;18;23,2;;
NAZRIT;2;-;;
NAZWA;2;-;;
NAZY;2;-;;
NAZYA;2;-;;
NAZZ;2;-;;
NBRAS;2;-;;
NDAYA;2;-;;
NDELLA;4;-;;
NDERIME;3;-;;
NDESHIMONA;2;-;;
NDEY;50;37;;
NDEYE;32;38,6;;
NDEYE FATOU;3;-;;
NDI;2;-;;
NDIDIAMAKA;2;-;;
NDIP;2;-;;
NDYE;3;-;;
NEA;865;15,1;;
NÉA;19;17;;
NEAAM;2;-;;
NEAH;255;9,5;;
NEAL;2;-;;
NEALIE;2;-;;
NEAM;9;-;;
NEAMA;18;38,6;;
NEAMAH;4;-;;
NEA-MARIE;2;-;;
NEAMAT;15;43,2;;
NEAMI;5;-;;
NEAN;4;-;;
NEAVE;2;-;;
NEBA;4;-;;
NEBAHAT;37;54,6;;
NEBAHATA;2;-;;
NEBAHATE;13;40,5;;
NEBAIT;4;-;;
NEBAL;26;38,7;;
NEBAT;3;-;;
NEBAYT;4;-;;
NEBE;3;-;;
NEBIAT;63;41;;
NEBIBE;4;-;;
NEBIE;4;-;;
NEBIHA;5;-;;
NEBIHAT;2;-;;
NEBIHE;8;-;;
NEBIJA;3;-;;
NEBIJE;5;-;;
NEBILA;4;-;;
NEBILE;6;-;;
NEBIYAT;12;36,3;;
NEBIYE;4;-;;
NEBLINA;2;-;;
NEBRAS;16;45,9;;
NEBULA;2;-;;
NEBYAT;45;36,8;;
NECAH;4;-;;
NECHI;2;-;;
NECIBE;6;-;;
NECLA;53;49,2;;
NECMIYE;13;56,2;;
NECOLE;2;-;;
NECULINA;2;-;;
NECVA;3;-;;
NEDA;487;36,6;;
NEDAA;40;39,3;;
NEDAH;3;-;;
NEDAL;24;51,4;;
NEDASADAT;2;-;;
NEDDA;10;29,7;;
NEDE;2;-;;
NEDEA;2;-;;
NEDELJKA;23;59,6;;
NEDHAL;12;59,2;;
NEDI;5;-;;
NEDIA;7;-;;
NEDIALKA;3;-;;
NEDIJA;4;-;;
NEDILJKA;14;64,6;;
NEDIMA;5;-;;
NEDIME;27;49,4;;
NEDIN;4;-;;
NEDINA;4;-;;
NEDINE;2;-;;
NEDIRA;6;-;;
NEDJA;5;-;;
NEDJARIJA;2;-;;
NEDJELJKA;11;69,2;;
NEDJIJA;2;-;;
NEDJMA;4;-;;
NEDJMIE;2;-;;
NEDJMIJA;8;-;;
NEDJMIJE;6;-;;
NEDKA;3;-;;
NEDMIJA;5;-;;
NEDRA;5;-;;
NEDRET;12;59,4;;
NEDRETA;3;-;;
NEDY;2;-;;
NEDYALKA;3;-;;
NEDZADA;18;48,7;;
NEDZHIBE;2;-;;
NEDZHLYA;2;-;;
NEDZIBA;11;53,9;;
NEDZIBE;2;-;;
NEDZIDA;6;-;;
NEDZLA;8;-;;
NEDZMA;5;-;;
NEDZMIE;2;-;;
NEDZMIJA;17;43,3;;
NEDZMIJE;19;54,7;;
NEEA;19;19,3;;
NEEAH;2;-;;
NEEAM;3;-;;
NEEDA;3;-;;
NEEDAR;3;-;;
NEEHA;4;-;;
NEEHARIKA;4;-;;
NEEKAR;6;-;;
NEEL;3;-;;
NEELA;52;18,7;;
NEELAH;5;-;;
NEELAM;49;38,1;;
NEELE;17;18,8;;
NEELIA;8;-;;
NEELIKA;2;-;;
NEELIMA;12;32,9;;
NEELTJE;10;70,7;;
NEELU;6;-;;
NEELUM;3;-;;
NEEMA;67;22,3;;
NEEMAT;4;-;;
NEEMI;5;-;;
NEENA;11;36,4;;
NEENU;7;-;;
NEERA;3;-;;
NEERACHA;2;-;;
NEERAJ;2;-;;
NEERAJA;5;-;;
NEERAN;5;-;;
NEERANUT;2;-;;
NEERJA;2;-;;
NEERU;5;-;;
NEETA;8;-;;
NEETHA;5;-;;
NEETHI;3;-;;
NEETHU;16;33,5;;
NEETI;5;-;;
NEETIKA;2;-;;
NEETU;13;36,3;;
NEFA;6;-;;
NEFEL;6;-;;
NEFELI;112;10,3;;
NEFÉLI;4;-;;
NEFELIE;3;-;;
NEFELLI;5;-;;
NEFEN;2;-;;
NEFERTITI;5;-;;
NEFES;4;-;;
NEFIJA;2;-;;
NEFIN;2;-;;
NEFISA;7;-;;
NEFISE;17;47,2;;
NEFIZA;2;-;;
NEFIZE;12;44,2;;
NEFYA;6;-;;
NEGA;4;-;;
NEGAH;6;-;;
NEGAM;2;-;;
NEGAN;2;-;;
NEGAR;180;33,2;;
NEGARA;2;-;;
NEGAT;10;42,2;;
NEGEENA;2;-;;
NEGESET;5;-;;
NEGESTE;4;-;;
NEGESTI;12;55,3;;
NEGHESTY;2;-;;
NEGHISTI;3;-;;
NEGIAT;2;-;;
NEGICA;3;-;;
NEGIN;186;30,1;;
NEGINA;21;22,8;;
NEGINEH;2;-;;
NEGISH;2;-;;
NEGISTI;5;-;;
NEGJMIJE;13;50,1;;
NEGLA;3;-;;
NEGME;3;-;;
NEGOSAVA;2;-;;
NEGRA;5;-;;
NEGSTI;9;-;;
NEGWA;3;-;;
NEHA;181;30,9;;
NEHAD;34;47,6;;
NEHAIAH;2;-;;
NEHAL;52;23,4;;
NEHAN;3;-;;
NEHARIKA;3;-;;
NEHAYA;5;-;;
NEHAYAT;2;-;;
NEHER;2;-;;
NEHIR;50;11,1;;
NEHLA;4;-;;
NEHLIA;4;-;;
NEHM;2;-;;
NEHMAT;17;53,2;;
NEHME;3;-;;
NEHRIN;8;-;;
NEIA;12;8,8;;
NEIAZ;2;-;;
NEIDA;6;-;;
NEIDE;3;-;;
NEIDY;3;-;;
NEIJA;9;-;;
NEIJDA;2;-;;
NEIJLA;4;-;;
NEILA;69;16,4;;
NEILI;3;-;;
NEILINA;2;-;;
NEILY;2;-;;
NEIMA;42;37,1;;
NEIMAT;3;-;;
NEIME;2;-;;
NEIMI;6;-;;
NEIMO;7;-;;
NEIMY;5;-;;
NEIRA;28;24,7;;
NEIRE;4;-;;
NEIROUZ;2;-;;
NEJA;6;-;;
NEJAD;2;-;;
NEJAH;20;26,7;;
NEJAT;110;41,1;;
NEJDA;4;-;;
NEJIA;2;-;;
NEJIBA;4;-;;
NEJIRA;6;-;;
NEJLA;265;19,1;;
NEJLE;2;-;;
NEJLIKA;4;-;;
NEJMA;37;47,5;;
NEJMAH;2;-;;
NEJME;14;63,4;;
NEJMEH;3;-;;
NEJOOD;5;-;;
NEJRA;117;24,6;;
NEJRI;2;-;;
NEJWA;7;-;;
NEKIE;2;-;;
NEKIJE;2;-;;
NEKIRA;2;-;;
NEKITA;2;-;;
NEKTARIA;8;-;;
NEL;11;13,8;;
NELA;117;25,5;;
NELAB;4;-;;
NELAH;2;-;;
NELAM;3;-;;
NELAWIT;2;-;;
NELCY;3;-;;
NELDA;12;57,1;;
NELE;57;23,9;;
NELI;57;41,6;;
NELIA;366;11,9;;
NÉLIA;6;-;;
NELIAH;20;9,5;;
NELICIA;2;-;;
NELIDA;27;53,1;;
NÉLIDA;7;-;;
NELIE;4;-;;
NELIFER;3;-;;
NELIJA;5;-;;
NELIKA;3;-;;
NELIN;13;8,6;;
NELINA;20;17,6;;
NELINE;4;-;;
NELISA;2;-;;
NELISE;2;-;;
NELISSA;4;-;;
NELITA;5;-;;
NELIZA;2;-;;
NELKA;4;-;;
NELL;196;19,9;;
NELLA;259;15,9;;
NELLE;23;17,4;;
NELLEKE;6;-;;
NELLI;406;22,8;;
NELLIA;4;-;;
NELLIE;7606;13,6;;
NELLIÉ;5;-;;
NELLIEL;2;-;;
NELLIE-MAJA;2;-;;
NELLIJA;5;-;;
NELLIKA;2;-;;
NELLY;3418;20,3;;
NELLYA;2;-;;
NELLYS;2;-;;
NELMA;10;24,7;;
NELOFAR;11;30,9;;
NELSA;2;-;;
NELSY;3;-;;
NELU;2;-;;
NELUFA;2;-;;
NELUFER;2;-;;
NELUM;5;-;;
NELVA;3;-;;
NELVINA;2;-;;
NELVIS;2;-;;
NELY;12;52,2;;
NELYA;10;41,8;;
NELYDA;2;-;;
NEM;2;-;;
NEMA;41;36,7;;
NEMAH;13;29,4;;
NEMAT;31;38,6;;
NEMATALLA;2;-;;
NEMEA;3;-;;
NEMEH;6;-;;
NEMESIS;3;-;;
NEMI;227;11,8;;
NEMIA;4;-;;
NEMIE;10;14,9;;
NEMIRA;2;-;;
NEMMA;2;-;;
NEMO;22;25,6;;
NEMONE;2;-;;
NEMRE;2;-;;
NEMY;2;-;;
NENA;82;39,7;;
NENCY;13;54,8;;
NENE;24;36,8;;
NÉNÉ;3;-;;
NENEH;29;25,4;;
NENETTE;6;-;;
NENITA;24;56,8;;
NENJA;3;-;;
NENN;2;-;;
NENNA;13;43,8;;
NENNE;44;52,8;;
NENNEH;3;-;;
NENNI;2;-;;
NENSI;10;44,8;;
NENSY;2;-;;
NENWA;4;-;;
NENWEH;2;-;;
NENWI;2;-;;
NENYA;13;13,8;;
NEO;17;19,8;;
NEOLA;6;-;;
NEOLIE;2;-;;
NEOLINE;18;6,6;;
NEOMA;2;-;;
NEOMI;12;12;;
NEOMIE;2;-;;
NEONA;13;12,7;;
NEONILA;3;-;;
NEPA;2;-;;
NEPHELI;2;-;;
NERA;17;27,4;;
NERAIDA;2;-;;
NERAMIT;2;-;;
NERAN;8;-;;
NERANCHALA;2;-;;
NERBA;5;-;;
NERCIVAN;3;-;;
NERDINA;2;-;;
NERDIVAN;2;-;;
NERDJIVAN;2;-;;
NERDJIVANA;3;-;;
NERDJIVANE;2;-;;
NERDJUZA;2;-;;
NERDZIVANE;4;-;;
NEREA;35;24;;
NEREIDA;8;-;;
NERGES;18;22,2;;
NERGEZ;11;26,4;;
NERGIS;44;27,3;;
NERGIZ;77;31,4;;
NERGIZA;2;-;;
NERGJIVAN;4;-;;
NERGJIVANE;6;-;;
NERGS;4;-;;
NERGUL;3;-;;
NERGÜL;6;-;;
NERGYUL;2;-;;
NERGZ;8;-;;
NERI;6;-;;
NERIA;2;-;;
NERIAH;9;-;;
NERIDA;3;-;;
NERIJA;4;-;;
NERILE;3;-;;
NERIMA;7;-;;
NERIMAN;77;47,7;;
NERIMANE;12;43,8;;
NERINA;14;48,5;;
NERINGA;74;39,3;;
NERIS;4;-;;
NERISA;4;-;;
NERISSA;16;43,8;;
NERIZA;4;-;;
NERJAS;2;-;;
NERJES;10;14,6;;
NERJIS;5;-;;
NERJS;2;-;;
NERKA;6;-;;
NERKEZ;2;-;;
NERKEZA;2;-;;
NERKIZ;2;-;;
NERMA;57;34,9;;
NERMANA;26;48,8;;
NERMEEN;30;32,4;;
NERMEIN;2;-;;
NERMEN;20;28,7;;
NERMIL;2;-;;
NERMIN;294;32,2;;
NERMINA;291;44,7;;
NERMINE;22;30;;
NERMINKA;11;56,4;;
NEROZ;5;-;;
NERRISA;2;-;;
NERSINA;2;-;;
NERTILA;26;36,4;;
NERUDA;2;-;;
NERVA;2;-;;
NERVIN;4;-;;
NERVINA;2;-;;
NERXHIVAN;4;-;;
NERXHIVANE;22;46,7;;
NERY;7;-;;
NESA;6;-;;
NESADA;2;-;;
NESANET;2;-;;
NESAR;2;-;;
NESE;45;41,4;;
NESEP;2;-;;
NESERIN;2;-;;
NESHAT;9;-;;
NESHE;8;-;;
NESHMIL;4;-;;
NESHTEMAN;3;-;;
NESHTIMAN;7;-;;
NESHTMAN;3;-;;
NESHWA;2;-;;
NESIBA;9;-;;
NESIBE;34;40,1;;
NESIDE;2;-;;
NESIHA;3;-;;
NESIL;2;-;;
NESIM;3;-;;
NESIMA;5;-;;
NESIME;10;52,8;;
NESIN;2;-;;
NESLI;7;-;;
NESLIHAN;80;36,4;;
NESLISAH;2;-;;
NESMA;42;23,7;;
NESMAH;6;-;;
NESME;5;-;;
NESRA;2;-;;
NESRAIN;2;-;;
NESREEN;53;39,7;;
NESREIN;3;-;;
NESREN;29;34,7;;
NESRETE;2;-;;
NESRIJE;2;-;;
NESRIN;463;37,3;;
NESRINE;53;37,1;;
NESRIT;2;-;;
NESS;3;-;;
NESSA;24;19,4;;
NESSIE;10;22,6;;
NESSIMA;3;-;;
NESSMA;3;-;;
NESSREN;5;-;;
NESSRIN;32;33,5;;
NESSRINE;7;-;;
NESTAN;2;-;;
NESTANET;2;-;;
NESTEHA;2;-;;
NESTRIN;2;-;;
NET;2;-;;
NETA;44;57,5;;
NETANYA;3;-;;
NETASHA;2;-;;
NETAYA;2;-;;
NETCHANOK;4;-;;
NETE;9;-;;
NETHA;2;-;;
NETHAL;4;-;;
NETHALIE;2;-;;
NETHRA;7;-;;
NETHU;2;-;;
NETNAPA;10;39,6;;
NETNAPHA;18;47,7;;
NETRA;3;-;;
NETSANET;41;38,9;;
NETSINET;2;-;;
NETT;2;-;;
NETTA;20;35,6;;
NETTAN;65;53,9;;
NETTE;30;53,8;;
NETTEN;2;-;;
NETTI;8;-;;
NETTIE;6;-;;
NETTIS;5;-;;
NETTY;8;-;;
NEU;2;-;;
NEUS;9;-;;
NEUSA;4;-;;
NEUZA;3;-;;
NEVA;38;20,3;;
NEVADA;10;18,3;;
NEVAEH;5;-;;
NEVAL;11;28,5;;
NEVART;2;-;;
NEVE;8;-;;
NEVEEN;25;33,2;;
NEVEIN;3;-;;
NEVEL;2;-;;
NEVEN;33;35,6;;
NEVENA;133;35,4;;
NEVENKA;137;64,7;;
NEVERT;12;54,1;;
NEVI;3;-;;
NEVIA;5;-;;
NEVIANA;2;-;;
NEVIDA;2;-;;
NEVIEN;2;-;;
NEVIIN;2;-;;
NEVIJA;2;-;;
NEVILA;10;40,9;;
NEVIM;5;-;;
NEVIN;161;33,7;;
NEVINA;6;-;;
NEVINE;12;27,7;;
NEVRA;5;-;;
NEVRESA;24;56,7;;
NEVRI;4;-;;
NEVRIE;9;-;;
NEVRIJA;12;31,6;;
NEVRIJE;13;45,9;;
NEVRIYE;2;-;;
NEVRUZ;3;-;;
NEVVAL;2;-;;
NEVYN;2;-;;
NEVZA;2;-;;
NEVZETA;36;59;;
NEWA;2;-;;
NEWAL;20;28,8;;
NEWIN;3;-;;
NEWROZ;8;-;;
NEWSHA;7;-;;
NEWSIN;2;-;;
NEXHARE;2;-;;
NEXHMI;2;-;;
NEXHMIE;8;-;;
NEXHMIJE;55;52,6;;
NEXIE;2;-;;
NEYA;13;10;;
NEYAN;3;-;;
NEYAT;4;-;;
NEYAZ;2;-;;
NEYLA;35;6,9;;
NEYLAH;3;-;;
NEYLI;2;-;;
NEYLIE;6;-;;
NEYMA;2;-;;
NEYRA;4;-;;
NEYROUZ;2;-;;
NEYRUS;2;-;;
NEZ;2;-;;
NEZA;5;-;;
NEZABRAVKA;2;-;;
NEZAET;2;-;;
NEZAFET;3;-;;
NEZAFETA;2;-;;
NEZAFETE;4;-;;
NEZAHAT;29;54,9;;
NEZAHATE;3;-;;
NEZAKAT;2;-;;
NEZAKET;15;50,6;;
NEZAL;8;-;;
NEZANET;2;-;;
NEZDETA;2;-;;
NEZETE;2;-;;
NEZHA;32;42,1;;
NEZHAT;12;67,2;;
NEZHLA;2;-;;
NEZIFE;2;-;;
NEZIHA;19;54,4;;
NEZIHE;7;-;;
NEZIJA;4;-;;
NEZIK;4;-;;
NEZIRA;25;56,8;;
NEZIRE;2;-;;
NEZLA;2;-;;
NEZRA;2;-;;
NEZRINA;4;-;;
NG;3;-;;
NGA;49;44,9;;
NGALULA;5;-;;
NGAMJIT;3;-;;
NGAMTA;4;-;;
NGAN;23;39,4;;
NGÂN;2;-;;
NGAR;4;-;;
NGENA;3;-;;
NGHI;5;-;;
NGHIA;2;-;;
NGHIEP;3;-;;
NGHSTI;2;-;;
NGIN;2;-;;
NGINA;2;-;;
NGISTI;4;-;;
NGO;7;-;;
NGOC;339;37,6;;
NGOEN;2;-;;
NGOENTRA;2;-;;
NGONE;5;-;;
NGONEH;4;-;;
NGOZI;18;36,3;;
NGSTI;24;43,1;;
NGU;4;-;;
NGUN;9;-;;
NGUYEN;49;24,9;;
NGUYET;27;52,3;;
NGWE;3;-;;
NHA;12;26,4;;
NHAN;13;48;;
NHAT;12;27,7;;
NHE;2;-;;
NHEA;5;-;;
NHI;34;35;;
NHIEN;2;-;;
NHINA;2;-;;
NHIT;2;-;;
NHLA;2;-;;
NHOC;7;-;;
NHORA;2;-;;
NHREEN;2;-;;
NHU;35;29,1;;
NHU Y;2;-;;
NHUAN;4;-;;
NHUNG;31;39,1;;
NHYIRA;2;-;;
NI;34;39,5;;
NIA;56;18,5;;
NIAH;4;-;;
NIALA;3;-;;
NIAM;11;35;;
NIAMA;8;-;;
NIAMAT;3;-;;
NIAMH;24;26,2;;
NIAN;40;42,1;;
NIANG;4;-;;
NIANYING;2;-;;
NIAR;4;-;;
NIARA;8;-;;
NIAT;20;22;;
NIAYESH;5;-;;
NIAZ;17;43,3;;
NIBADITA;2;-;;
NIBAL;36;39,6;;
NIBEDITA;3;-;;
NIBEL;2;-;;
NIBHA;2;-;;
NIBIA;3;-;;
NIBRAS;48;42,6;;
NICA;13;22,7;;
NICCI;38;17,4;;
NICCIE;2;-;;
NICCO;2;-;;
NICCOLINA;13;21;;
NICE;8;-;;
NICELLA;9;-;;
NICHA;15;27,8;;
NICHADA;4;-;;
NICHAKAN;4;-;;
NICHAKARN;6;-;;
NICHAKORN;3;-;;
NICHANAN;8;-;;
NICHAPA;7;-;;
NICHAPAT;5;-;;
NICHAPHA;7;-;;
NICHAPHAT;7;-;;
NICHAPIM;2;-;;
NICHAPORN;3;-;;
NICHARA;2;-;;
NICHAREE;3;-;;
NICHAWAN;2;-;;
NICHELLE;4;-;;
NICHOL;2;-;;
NICHOLA;9;-;;
NICHOLAI;2;-;;
NICHOLE;80;24,6;;
NICHOLÉ;2;-;;
NICHOLIE;2;-;;
NICHOLINA;8;-;;
NICHOLINE;6;-;;
NICHOLLE;6;-;;
NICI;6;-;;
NICIA;2;-;;
NICIIMA;2;-;;
NICITA;13;22;;
NICK;6;-;;
NICKA;3;-;;
NICKAN;5;-;;
NICKEY;2;-;;
NICKI;201;20;;
NICKIE;63;22;;
NICKILEE;2;-;;
NICKI-LEE;2;-;;
NICKITA;3;-;;
NICKOL;8;-;;
NICKOLA;2;-;;
NICKOLE;6;-;;
NICKOLETTA;2;-;;
NICKOLINA;48;26,4;;
NICKY;43;27,5;;
NICLETTE;3;-;;
NICME;19;61,9;;
NICMI;10;70,2;;
NICO;58;13,9;;
NICOL;50;21,7;;
NICOLA;195;35,2;;
NICOLAS;3;-;;
NICOLASA;2;-;;
NICOLE;5090;22;;
NICOLÉ;26;25,9;;
NICÓLE;2;-;;
NICOLEE;2;-;;
NICOLENE;3;-;;
NICOLETA;171;41,3;;
NICOLETA-ALEXANDRA;3;-;;
NICOLETA-ANDREEA;2;-;;
NICOLETA-DANIELA;2;-;;
NICOLETA-IOANA;2;-;;
NICOLETA-IONELA;2;-;;
NICOLETT;2;-;;
NICOLETTA;60;32;;
NICOLETTE;40;30,6;;
NICOLI;3;-;;
NICOLIE;6;-;;
NICOLIEN;2;-;;
NICOLIN;18;21,9;;
NICOLINA;670;24,4;;
NICOLINE;169;21,5;;
NICOLINN;3;-;;
NICOLITA;3;-;;
NICOLL;8;-;;
NICOLLE;44;26,1;;
NICOLLETTE;2;-;;
NICULINA;21;58,4;;
NICY;3;-;;
NID;6;-;;
NID´A;2;-;;
NIDA;141;27,8;;
NIDAA;47;49,9;;
NIDAH;4;-;;
NIDAL;58;53,3;;
NIDANUR;4;-;;
NIDAR;9;-;;
NIDDI;2;-;;
NIDHAL;105;59,9;;
NIDHI;62;32,8;;
NIDIA;24;48,3;;
NIDJAR;2;-;;
NIDRITA;2;-;;
NIDTAYA;2;-;;
NIDYA;3;-;;
NIDZARA;6;-;;
NIEBIAT;2;-;;
NIEKE;3;-;;
NIELLA;3;-;;
NIELSINE;3;-;;
NIEM;2;-;;
NIEMA;19;37,7;;
NIEMAT;2;-;;
NIENE;2;-;;
NIENKE;20;27,7;;
NIENNA;6;-;;
NIESKE;2;-;;
NIEVE;7;-;;
NIEVES;15;40,7;;
NIFA;8;-;;
NIFE;4;-;;
NIGA;13;33,4;;
NIGAR;89;39,4;;
NIGARA;7;-;;
NIGAT;3;-;;
NIGENA;2;-;;
NIGHAT;28;48,7;;
NIGHISTI;13;55,9;;
NIGHISTY;3;-;;
NIGHT;4;-;;
NIGIN;9;-;;
NIGINA;30;22,2;;
NIGIST;5;-;;
NIGISTI;47;52,2;;
NIGISTY;8;-;;
NIGORA;27;40,4;;
NIGST;2;-;;
NIGSTI;12;46,8;;
NIGSTY;4;-;;
NIGYAR;2;-;;
NIHA;4;-;;
NIHAAL;25;8,7;;
NIHAD;54;52,2;;
NIHADA;42;47,2;;
NIHADETA;5;-;;
NIHAJAT;2;-;;
NIHAL;144;26,4;;
NIHAM;2;-;;
NIHAN;12;29,3;;
NIHAR;3;-;;
NIHARA;2;-;;
NIHARIKA;24;21;;
NIHASVI;2;-;;
NIHAYA;16;49,6;;
NIHAYAT;11;46,7;;
NIHAYET;7;-;;
NIHEL;3;-;;
NIHIRA;4;-;;
NIIKE;5;-;;
NIILA;3;-;;
NIIMA;3;-;;
NIIMAT;3;-;;
NIINA;261;47,1;;
NIJAT;2;-;;
NIJAZA;2;-;;
NIJAZETA;7;-;;
NIJHUM;2;-;;
NIJI;2;-;;
NIJIN;3;-;;
NIJMA;5;-;;
NIJME;3;-;;
NIJOLE;17;52,6;;
NIJOLÉ;4;-;;
NIJOUD;2;-;;
NIK;5;-;;
NIKA;222;15,3;;
NIKAN;3;-;;
NIKAR;4;-;;
NIKBAKHT;14;45,4;;
NIKE;1387;13,2;;
NIKE LI;2;-;;
NIKEETA;2;-;;
NIKELA;3;-;;
NIKHILA;4;-;;
NIKHITA;6;-;;
NIKHITHA;5;-;;
NIKI;433;23,4;;
NIKICA;2;-;;
NIKIE;12;26,5;;
NIKILA;2;-;;
NIKITA;686;19,3;;
NIKITHA;18;25,5;;
NIKITTA;2;-;;
NIKKA;6;-;;
NIKKI;1170;13,7;;
NIKKIE;37;12,2;;
NIKKI-LEE;6;-;;
NIKKI-LI;4;-;;
NIKKI-LO;3;-;;
NIKKITA;10;20,5;;
NIKKO;3;-;;
NIKKOLINA;4;-;;
NIKKY;7;-;;
NIKLAS;2;-;;
NIKNAZ;2;-;;
NIKO;24;22,5;;
NIKOL;73;16,9;;
NIKOLA;218;16,8;;
NIKOLAJ;3;-;;
NIKOLAS;2;-;;
NIKOLE;25;15,3;;
NIKOLETA;79;28,8;;
NIKOLETT;32;30,5;;
NIKOLETTA;73;36,8;;
NIKOLETTE;3;-;;
NIKOLIJA;31;15,9;;
NIKOLIN;2;-;;
NIKOLINA;628;24,2;;
NIKOLINE;22;25,5;;
NIKOLINKA;10;37,7;;
NIKOLINN;2;-;;
NIKOLITSA;2;-;;
NIKOO;18;33,4;;
NIKTA;13;28,6;;
NIKY;2;-;;
NIL;67;14,6;;
NILA;204;10,8;;
NILAA;5;-;;
NILAB;50;25;;
NILAH;11;8,7;;
NILAKSHI;2;-;;
NILAM;15;22,4;;
NILANI;9;-;;
NILANKA;2;-;;
NILANTHA;2;-;;
NILANTHI;10;45,5;;
NILAROSE;2;-;;
NILAY;56;20,4;;
NILAYA;3;-;;
NILDA;65;42,2;;
NILDE;4;-;;
NILE;2;-;;
NILEA;22;5,8;;
NILÉA;4;-;;
NILEAH;3;-;;
NILENA;2;-;;
NILEYA;2;-;;
NILGON;2;-;;
NILGUN;7;-;;
NILGÜL;2;-;;
NILGÜN;36;48,6;;
NILGYUN;2;-;;
NILI;17;20,3;;
NILIA;36;7,2;;
NILIAH;3;-;;
NILIFER;3;-;;
NILIKA;2;-;;
